===== MAG =====
Time (UTC), geodetic latitude (degrees), geodetic longitude (degrees), alt (km above WGS-84 ellipsoid), magnetic declination (degrees), inclination (degrees), total intensity (nT), horizontal (nT), north (nT), east (nT), vertical (nT), magnetic latitude (degrees), magnetic longitude (degrees), magnetic local time (hours)
2019-04-05 23:10:39,  60.71,    94.83,    521.12,   2.44,    77.80, 47588.1, 10059.5, 10050.4,   427.7, 46512.7,  57.90,   169.05,  5.62
2019-04-05 23:11:03,  59.21,    95.25,    520.64,   1.81,    76.80, 47495.5, 10845.5, 10840.1,   343.5, 46240.6,  56.49,   169.44,  5.66
2019-04-05 23:11:27,  57.72,    95.62,    520.16,   1.29,    75.76, 47363.7, 11652.9, 11650.0,   262.9, 45907.8,  55.07,   169.78,  5.69
2019-04-05 23:11:51,  56.22,    95.96,    519.66,   0.85,    74.67, 47191.8, 12478.3, 12477.0,   186.1, 45512.1,  53.64,   170.08,  5.71
2019-04-05 23:12:15,  54.72,    96.27,    519.15,   0.49,    73.53, 46979.3, 13318.5, 13318.0,   113.2, 45051.9,  52.21,   170.36,  5.74
2019-04-05 23:12:39,  53.22,    96.55,    518.63,   0.18,    72.35, 46726.2, 14170.2, 14170.2,    44.5, 44525.8,  50.77,   170.60,  5.76
2019-04-05 23:13:03,  51.72,    96.80,    518.10,  -0.08,    71.11, 46432.7, 15030.5, 15030.5,   -20.0, 43932.7,  49.33,   170.81,  5.78
2019-04-05 23:13:27,  50.22,    97.03,    517.57,  -0.29,    69.83, 46099.4, 15896.2, 15896.0,   -80.4, 43272.0,  47.89,   171.00,  5.80
2019-04-05 23:13:51,  48.71,    97.24,    517.04,  -0.47,    68.49, 45727.3, 16764.6, 16764.0,  -136.6, 42543.3,  46.44,   171.17,  5.82
2019-04-05 23:14:15,  47.21,    97.43,    516.50,  -0.61,    67.10, 45317.5, 17632.8, 17631.8,  -188.6, 41746.4,  45.00,   171.32,  5.83
2019-04-05 23:14:39,  45.70,    97.61,    515.96,  -0.73,    65.65, 44871.6, 18498.1, 18496.6,  -236.6, 40881.3,  43.55,   171.45,  5.85
2019-04-05 23:15:03,  44.19,    97.77,    515.42,  -0.83,    64.15, 44391.3, 19358.0, 19356.0,  -280.5, 39948.1,  42.11,   171.56,  5.86
2019-04-05 23:15:27,  42.68,    97.91,    514.89,  -0.91,    62.57, 43878.6, 20210.0, 20207.5,  -320.6, 38947.3,  40.66,   171.65,  5.88
2019-04-05 23:15:51,  41.17,    98.05,    514.35,  -0.97,    60.94, 43336.0, 21051.5, 21048.5,  -356.8, 37879.3,  39.22,   171.74,  5.89
2019-04-05 23:16:15,  39.66,    98.18,    513.82,  -1.02,    59.23, 42766.0, 21880.1, 21876.7,  -389.3, 36744.9,  37.79,   171.81,  5.90
2019-04-05 23:16:39,  38.15,    98.29,    513.29,  -1.06,    57.44, 42171.3, 22693.4, 22689.6,  -418.2, 35544.7,  36.36,   171.87,  5.91
2019-04-05 23:17:03,  36.63,    98.40,    512.78,  -1.08,    55.58, 41555.2, 23489.0, 23484.8,  -443.5, 34279.8,  34.94,   171.92,  5.92
2019-04-05 23:17:27,  35.12,    98.50,    512.27,  -1.10,    53.63, 40921.1, 24264.4, 24259.9,  -465.4, 32951.1,  33.53,   171.97,  5.93
2019-04-05 23:17:51,  33.60,    98.59,    511.76,  -1.11,    51.60, 40272.6, 25017.1, 25012.4,  -483.9, 31559.9,  32.14,   172.00,  5.94
2019-04-05 23:18:15,  32.09,    98.68,    511.27,  -1.11,    49.47, 39613.9, 25744.6, 25739.8,  -499.0, 30107.7,  30.75,   172.03,  5.95
2019-04-05 23:18:39,  30.57,    98.76,    510.80,  -1.11,    47.24, 38949.3, 26444.5, 26439.5,  -510.8, 28596.1,  29.39,   172.06,  5.96
2019-04-05 23:19:03,  29.05,    98.83,    510.33,  -1.10,    44.91, 38283.6, 27114.1, 27109.1,  -519.4, 27026.9,  28.05,   172.08,  5.96
2019-04-05 23:19:27,  27.54,    98.90,    509.88,  -1.08,    42.47, 37621.8, 27751.0, 27746.0,  -524.8, 25402.4,  26.73,   172.10,  5.97
2019-04-05 23:19:51,  26.02,    98.96,    509.45,  -1.07,    39.92, 36969.5, 28352.6, 28347.7,  -527.0, 23724.9,  25.44,   172.12,  5.98
2019-04-05 23:20:15,  24.50,    99.02,    509.03,  -1.04,    37.26, 36332.4, 28916.6, 28911.8,  -526.3, 21997.1,  24.19,   172.13,  5.99
2019-04-05 23:20:39,  22.98,    99.08,    508.63,  -1.02,    34.48, 35716.5, 29440.5, 29435.8,  -522.6, 20222.0,  22.98,   172.14,  5.99
2019-04-05 23:21:03,  21.46,    99.13,    508.25,  -0.99,    31.59, 35128.1, 29922.0, 29917.6,  -516.3, 18402.6,  21.82,   172.15,  6.00
2019-04-05 23:21:27,  19.94,    99.18,    507.89,  -0.96,    28.59, 34573.6, 30359.1, 30354.8,  -507.4, 16542.6,  20.73,   172.17,  6.01
2019-04-05 23:21:51,  18.41,    99.23,    507.55,  -0.92,    25.47, 34059.3, 30749.6, 30745.6,  -496.3, 14645.6,  19.70,   172.18,  6.02
2019-04-05 23:22:15,  16.89,    99.28,    507.23,  -0.89,    22.24, 33591.6, 31091.9, 31088.2,  -483.3, 12715.6,  18.76,   172.19,  6.02
2019-04-05 23:22:39,  15.37,    99.32,    506.93,  -0.86,    18.92, 33176.5, 31384.3, 31380.7,  -468.9, 10756.7,  17.91,   172.20,  6.03
2019-04-05 23:23:03,  13.85,    99.36,    506.66,  -0.82,    15.50, 32819.6, 31625.2, 31622.0,  -453.5,  8773.2,  17.18,   172.21,  6.04
2019-04-05 23:23:27,  12.32,    99.40,    506.41,  -0.79,    12.01, 32525.9, 31813.6, 31810.6,  -437.8,  6769.6,  16.57,   172.22,  6.04
2019-04-05 23:23:51,  10.80,    99.43,    506.19,  -0.76,     8.46, 32299.6, 31948.4, 31945.6,  -422.4,  4750.6,  16.11,   172.23,  6.05
2019-04-05 23:24:15,   9.28,    99.47,    505.99,  -0.73,     4.86, 32144.1, 32028.8, 32026.2,  -408.1,  2720.7,  15.81,   172.24,  6.06
2019-04-05 23:24:39,   7.75,    99.50,    505.82,  -0.71,     1.22, 32061.6, 32054.3, 32051.8,  -395.7,   684.8,  15.67,   172.26,  6.07
2019-04-05 23:25:03,   6.23,    99.54,    505.67,  -0.69,    -2.42, 32053.0, 32024.5, 32022.1,  -386.1, -1352.4, -15.70,   172.27,  6.07
2019-04-05 23:25:27,   4.70,    99.57,    505.55,  -0.68,    -6.05, 32118.2, 31939.3, 31937.0,  -380.2, -3385.8, -15.91,   172.28,  6.08
2019-04-05 23:25:51,   3.18,    99.60,    505.46,  -0.68,    -9.66, 32255.9, 31798.9, 31796.6,  -379.0, -5410.6, -16.28,   172.29,  6.09
2019-04-05 23:26:15,   1.66,    99.63,    505.39,  -0.70,   -13.22, 32463.5, 31603.7, 31601.3,  -383.4, -7421.9, -16.81,   172.29,  6.10
2019-04-05 23:26:39,   0.13,    99.66,    505.35,  -0.72,   -16.71, 32737.3, 31354.2, 31351.8,  -394.4, -9414.9, -17.47,   172.30,  6.10
2019-04-05 23:27:03,  -1.39,    99.70,    505.34,  -0.76,   -20.13, 33072.8, 31051.6, 31048.8,  -413.0, -11384.7, -18.27,   172.30,  6.11
2019-04-05 23:27:27,  -2.92,    99.73,    505.36,  -0.82,   -23.47, 33464.8, 30696.8, 30693.7,  -440.1, -13326.5, -19.17,   172.30,  6.12
2019-04-05 23:27:51,  -4.44,    99.76,    505.40,  -0.90,   -26.70, 33907.3, 30291.5, 30287.8,  -476.5, -15235.7, -20.18,   172.29,  6.12
2019-04-05 23:28:15,  -5.97,    99.79,    505.47,  -1.00,   -29.83, 34394.1, 29837.5, 29832.9,  -523.0, -17107.8, -21.26,   172.27,  6.13
2019-04-05 23:28:39,  -7.49,    99.82,    505.57,  -1.13,   -32.84, 34918.7, 29336.8, 29331.1,  -580.2, -18938.6, -22.42,   172.25,  6.13
2019-04-05 23:29:03,  -9.01,    99.86,    505.69,  -1.29,   -35.75, 35474.7, 28791.9, 28784.6,  -648.7, -20723.8, -23.64,   172.22,  6.14
2019-04-05 23:29:27, -10.54,    99.89,    505.84,  -1.48,   -38.53, 36055.5, 28205.6, 28196.2,  -728.8, -22459.8, -24.91,   172.19,  6.14
2019-04-05 23:29:51, -12.06,    99.93,    506.01,  -1.71,   -41.20, 36655.1, 27580.9, 27568.6,  -821.0, -24143.2, -26.22,   172.14,  6.14
2019-04-05 23:30:15, -13.59,    99.97,    506.21,  -1.97,   -43.75, 37267.6, 26921.0, 26905.1,  -925.4, -25770.8, -27.58,   172.08,  6.15
2019-04-05 23:30:39, -15.11,   100.01,    506.44,  -2.28,   -46.19, 37887.5, 26229.5, 26208.8, -1042.0, -27340.1, -28.96,   172.01,  6.15
2019-04-05 23:31:03, -16.63,   100.05,    506.68,  -2.63,   -48.51, 38509.9, 25510.0, 25483.2, -1170.6, -28848.8, -30.38,   171.93,  6.15
2019-04-05 23:31:27, -18.15,   100.09,    506.95,  -3.03,   -50.73, 39130.4, 24766.6, 24731.9, -1311.1, -30295.3, -31.82,   171.84,  6.15
2019-04-05 23:31:51, -19.68,   100.14,    507.25,  -3.49,   -52.85, 39744.9, 24003.0, 23958.4, -1463.1, -31678.3, -33.28,   171.73,  6.15
2019-04-05 23:32:15, -21.20,   100.19,    507.56,  -4.01,   -54.86, 40350.3, 23223.3, 23166.3, -1626.0, -32997.3, -34.75,   171.61,  6.15
2019-04-05 23:32:39, -22.72,   100.24,    507.90,  -4.60,   -56.78, 40943.5, 22431.4, 22359.1, -1799.4, -34252.0, -36.25,   171.47,  6.15
2019-04-05 23:33:03, -24.24,   100.30,    508.25,  -5.26,   -58.60, 41522.2, 21631.2, 21540.2, -1982.5, -35442.7, -37.75,   171.32,  6.14
2019-04-05 23:33:27, -25.76,   100.36,    508.62,  -5.99,   -60.34, 42084.5, 20826.3, 20712.5, -2174.5, -36570.0, -39.26,   171.15,  6.14
2019-04-05 23:33:51, -27.28,   100.42,    509.02,  -6.81,   -61.99, 42628.9, 20020.3, 19879.0, -2374.6, -37635.2, -40.79,   170.97,  6.13
2019-04-05 23:34:15, -28.80,   100.49,    509.42,  -7.72,   -63.56, 43154.3, 19216.5, 19042.3, -2581.9, -38639.6, -42.32,   170.76,  6.12
2019-04-05 23:34:39, -30.31,   100.56,    509.85,  -8.73,   -65.05, 43659.8, 18417.9, 18204.5, -2795.4, -39584.9, -43.85,   170.55,  6.12
2019-04-05 23:35:03, -31.83,   100.64,    510.28,  -9.85,   -66.47, 44144.9, 17627.2, 17367.6, -3014.2, -40472.9, -45.39,   170.31,  6.11
2019-04-05 23:35:27, -33.35,   100.73,    510.73, -11.08,   -67.81, 44609.1, 16847.0, 16533.1, -3237.1, -41305.5, -46.94,   170.06,  6.10
2019-04-05 23:35:51, -34.86,   100.82,    511.19, -12.44,   -69.09, 45052.1, 16079.6, 15702.2, -3463.1, -42084.9, -48.48,   169.79,  6.09
2019-04-05 23:36:15, -36.38,   100.92,    511.67, -13.94,   -70.30, 45473.8, 15326.9, 14875.8, -3691.2, -42813.0, -50.03,   169.51,  6.07
2019-04-05 23:36:39, -37.89,   101.02,    512.15, -15.59,   -71.45, 45873.8, 14590.8, 14054.4, -3920.1, -43491.6, -51.58,   169.20,  6.06
2019-04-05 23:37:03, -39.41,   101.14,    512.64, -17.40,   -72.55, 46252.1, 13873.2, 13238.3, -4148.8, -44122.5, -53.12,   168.88,  6.05
2019-04-05 23:37:27, -40.92,   101.26,    513.13, -19.40,   -73.58, 46608.4, 13175.7, 12427.7, -4376.2, -44707.3, -54.67,   168.54,  6.03
2019-04-05 23:37:51, -42.43,   101.40,    513.63, -21.60,   -74.56, 46942.3, 12500.0, 11622.4, -4601.0, -45247.4, -56.21,   168.18,  6.01
2019-04-05 23:38:15, -43.94,   101.54,    514.13, -24.02,   -75.48, 47253.5, 11848.1, 10822.3, -4822.3, -45744.0, -57.76,   167.79,  5.99
2019-04-05 23:38:39, -45.45,   101.70,    514.64, -26.68,   -76.35, 47541.5, 11222.0, 10027.2, -5038.8, -46198.0, -59.30,   167.39,  5.97
2019-04-05 23:39:03, -46.96,   101.87,    515.15, -29.61,   -77.16, 47805.7, 10624.1,  9236.7, -5249.3, -46610.2, -60.83,   166.95,  5.95
2019-04-05 23:39:27, -48.46,   102.06,    515.66, -32.83,   -77.92, 48045.6, 10057.2,  8450.7, -5452.7, -46981.2, -62.36,   166.49,  5.93
2019-04-05 23:39:51, -49.97,   102.27,    516.16, -36.37,   -78.62, 48260.6,  9524.2,  7668.9, -5647.9, -47311.5, -63.89,   166.00,  5.90
2019-04-05 23:40:15, -51.47,   102.50,    516.66, -40.25,   -79.26, 48450.1,  9028.8,  6891.2, -5833.6, -47601.4, -65.41,   165.47,  5.87
2019-04-05 23:40:39, -52.98,   102.74,    517.16, -44.49,   -79.84, 48613.5,  8574.9,  6117.5, -6008.7, -47851.2, -66.93,   164.89,  5.84
2019-04-05 23:41:03, -54.48,   103.02,    517.65, -49.09,   -80.36, 48750.2,  8166.6,  5348.0, -6171.8, -48061.3, -68.44,   164.27,  5.80
2019-04-05 23:41:27, -55.98,   103.32,    518.14, -54.06,   -80.80, 48860.0,  7808.1,  4582.8, -6321.8, -48232.1, -69.94,   163.58,  5.76
2019-04-05 23:41:51, -57.48,   103.65,    518.62, -59.38,   -81.18, 48942.5,  7503.5,  3821.9, -6457.2, -48363.8, -71.44,   162.81,  5.72
2019-04-05 23:42:15, -58.97,   104.02,    519.08, -65.01,   -81.48, 48997.5,  7256.2,  3065.7, -6576.7, -48457.2, -72.93,   161.94,  5.67
2019-04-05 23:42:39, -60.46,   104.44,    519.54, -70.89,   -81.71, 49025.2,  7068.3,  2314.2, -6678.7, -48513.0, -74.41,   160.95,  5.61
2019-04-05 23:43:03, -61.95,   104.90,    519.99, -76.95,   -81.86, 49025.6,  6940.7,  1567.6, -6761.4, -48531.9, -75.87,   159.79,  5.54
2019-04-05 23:43:27, -63.44,   105.42,    520.42, -83.10,   -81.94, 48999.3,  6872.6,   825.7, -6822.8, -48515.0, -77.33,   158.41,  5.45
2019-04-05 23:43:51, -64.93,   106.01,    520.83, -89.26,   -81.94, 48946.8,  6861.4,    88.3, -6860.8, -48463.5, -78.78,   156.72,  5.35
2019-04-05 23:44:15, -66.41,   106.67,    521.24, -95.36,   -81.88, 48868.8,  6902.8,  -645.2, -6872.6, -48378.9, -80.20,   154.61,  5.21
2019-04-05 23:44:39, -67.88,   107.44,    521.62, -101.35,   -81.76, 48766.2,  6991.5, -1375.7, -6854.8, -48262.4, -81.61,   151.84,  5.03
2019-04-05 23:45:03, -69.35,   108.32,    521.99, -107.19,   -81.58, 48639.9,  7121.5, -2104.5, -6803.5, -48115.8, -82.98,   148.07,  4.79
2019-04-05 23:45:27, -70.81,   109.34,    522.34, -112.88,   -81.36, 48491.1,  7286.6, -2833.3, -6713.2, -47940.5, -84.31,   142.59,  4.43
2019-04-05 23:45:51, -72.27,   110.55,    522.67, -118.46,   -81.09, 48320.7,  7480.8, -3564.6, -6576.9, -47738.1, -85.56,   134.05,  3.87
2019-04-05 23:46:15, -73.71,   111.97,    522.98, -123.96,   -80.80, 48129.8,  7698.8, -4301.1, -6385.3, -47510.1, -86.63,   119.69,  2.92
2019-04-05 23:46:39, -75.15,   113.68,    523.28, -129.48,   -80.47, 47919.5,  7936.0, -5045.9, -6125.3, -47257.7, -87.34,    95.45,  1.31
2019-04-05 23:47:03, -76.56,   115.77,    523.54, -135.12,   -80.11, 47690.5,  8188.7, -5802.2, -5778.4, -46982.2, -87.37,    63.96, 23.21
2019-04-05 23:47:27, -77.95,   118.35,    523.79, -141.02,   -79.74, 47443.7,  8454.1, -6572.2, -5317.7, -46684.4, -86.70,    39.07, 21.56
2019-04-05 23:47:51, -79.31,   121.61,    524.02, -147.40,   -79.34, 47179.6,  8730.0, -7354.8, -4703.2, -46364.8, -85.66,    24.23, 20.58
2019-04-05 23:48:15, -80.62,   125.82,    524.22, -154.54,   -78.92, 46898.5,  9015.1, -8139.9, -3874.9, -46023.9, -84.45,    15.44, 20.00
2019-04-05 23:48:39, -81.86,   131.37,    524.40, -162.87,   -78.48, 46600.5,  9308.6, -8895.5, -2742.3, -45661.4, -83.15,     9.83, 19.63
2019-04-05 23:49:03, -83.00,   138.84,    524.55, -172.96,   -78.02, 46285.6,  9609.9, -9537.5, -1177.7, -45277.0, -81.82,     5.98, 19.38
2019-04-05 23:49:27, -83.98,   148.97,    524.68, 174.42,   -77.53, 45953.4,  9919.1, -9872.1,   965.3, -44870.1, -80.47,     3.17, 19.20
2019-04-05 23:49:51, -84.69,   162.39,    524.79, 158.62,   -77.03, 45603.3, 10236.1, -9531.5,  3732.0, -44439.6, -79.10,     1.02, 19.06
2019-04-05 23:50:15, -85.04,   178.78,    524.87, 139.97,   -76.50, 45234.6, 10560.9, -8086.2,  6793.0, -43984.5, -77.71,    -0.69, 18.96
2019-04-05 23:50:39, -84.94,  -164.00,    524.93, 120.59,   -75.94, 44846.6, 10893.3, -5543.1,  9377.5, -43503.4, -76.33,    -2.08, 18.87
2019-04-05 23:51:03, -84.42,  -148.74,    524.96, 103.27,   -75.36, 44438.1, 11232.9, -2579.2, 10932.8, -42995.0, -74.93,    -3.25, 18.80
2019-04-05 23:51:27, -83.58,  -136.79,    524.97,  89.36,   -74.75, 44008.5, 11579.1,   129.0, 11578.4, -42457.9, -73.53,    -4.25, 18.74
2019-04-05 23:51:51, -82.53,  -127.90,    524.95,  78.62,   -74.10, 43556.7, 11930.8,  2353.8, 11696.3, -41890.9, -72.13,    -5.12, 18.69
2019-04-05 23:52:15, -81.34,  -121.34,    524.91,  70.31,   -73.43, 43082.1, 12286.5,  4140.6, 11567.8, -41292.9, -70.72,    -5.88, 18.64
2019-04-05 23:52:39, -80.06,  -116.43,    524.85,  63.73,   -72.73, 42584.0, 12644.5,  5596.0, 11338.8, -40663.4, -69.31,    -6.57, 18.60
2019-04-05 23:53:03, -78.73,  -112.67,    524.76,  58.41,   -71.99, 42062.2, 13002.6,  6811.7, 11075.6, -40002.0, -67.89,    -7.19, 18.57
2019-04-05 23:53:27, -77.36,  -109.73,    524.65,  53.99,   -71.23, 41516.6, 13358.3,  7852.8, 10806.4, -39308.8, -66.48,    -7.76, 18.54
2019-04-05 23:53:51, -75.95,  -107.38,    524.51,  50.27,   -70.44, 40947.6, 13709.1,  8763.2, 10542.6, -38584.5, -65.06,    -8.28, 18.51
2019-04-05 23:54:15, -74.53,  -105.47,    524.35,  47.07,   -69.62, 40355.8, 14052.1,  9571.8, 10288.0, -37830.2, -63.65,    -8.77, 18.48
2019-04-05 23:54:39, -73.10,  -103.89,    524.18,  44.28,   -68.78, 39742.3, 14384.8, 10298.3, 10043.2, -37047.7, -62.23,    -9.22, 18.46
2019-04-05 23:55:03, -71.65,  -102.57,    523.98,  41.84,   -67.91, 39108.6, 14704.4, 10955.7,  9807.7, -36239.0, -60.81,    -9.65, 18.44
2019-04-05 23:55:27, -70.19,  -101.45,    523.75,  39.67,   -67.03, 38456.5, 15008.5, 11553.2,  9580.1, -35406.9, -59.40,   -10.05, 18.42
2019-04-05 23:55:51, -68.72,  -100.49,    523.51,  37.73,   -66.12, 37788.2, 15295.2, 12097.5,  9359.3, -34554.3, -57.99,   -10.43, 18.40
2019-04-05 23:56:15, -67.25,   -99.66,    523.25,  35.98,   -65.20, 37106.1, 15562.8, 12593.3,  9143.8, -33684.8, -56.59,   -10.79, 18.38
2019-04-05 23:56:39, -65.77,   -98.94,    522.98,  34.40,   -64.27, 36413.1, 15810.0, 13044.7,  8932.7, -32801.8, -55.19,   -11.14, 18.37
2019-04-05 23:57:03, -64.29,   -98.31,    522.68,  32.96,   -63.32, 35712.0, 16036.1, 13455.0,  8724.8, -31909.1, -53.79,   -11.48, 18.35
2019-04-05 23:57:27, -62.81,   -97.75,    522.37,  31.64,   -62.36, 35005.9, 16241.1, 13827.4,  8519.2, -31010.3, -52.40,   -11.80, 18.33
2019-04-05 23:57:51, -61.32,   -97.26,    522.04,  30.41,   -61.39, 34298.0, 16425.3, 14164.9,  8315.3, -30109.1, -51.02,   -12.11, 18.32
