===== MAG =====
Time (UTC), geodetic latitude (degrees), geodetic longitude (degrees), alt (km above WGS-84 ellipsoid), magnetic declination (degrees), inclination (degrees), total intensity (nT), horizontal (nT), north (nT), east (nT), vertical (nT), magnetic latitude (degrees), magnetic longitude (degrees), magnetic local time (hours)
2019-01-16 18:20:40,  -2.94,   126.22,    518.47,   0.90,   -22.26, 32252.1, 29848.0, 29844.3,   467.4, -12218.8, -19.28,  -161.30,  2.48
2019-01-16 18:21:30,   0.22,   126.29,    517.98,   0.51,   -15.69, 31396.1, 30226.3, 30225.1,   268.5, -8490.3, -17.62,  -161.29,  2.49
2019-01-16 18:22:20,   3.39,   126.35,    517.57,   0.08,    -8.84, 30805.7, 30439.6, 30439.6,    41.2, -4734.8, -16.47,  -161.25,  2.51
2019-01-16 18:23:10,   6.55,   126.42,    517.24,  -0.40,    -1.83, 30507.0, 30491.5, 30490.8,  -210.8,  -973.4, -15.95,  -161.18,  2.52
2019-01-16 18:24:00,   9.72,   126.49,    516.99,  -0.91,     5.22, 30511.5, 30385.2, 30381.4,  -483.1,  2773.8,  16.09,  -161.08,  2.54
2019-01-16 18:24:50,  12.88,   126.57,    516.82,  -1.46,    12.15, 30813.9, 30123.4, 30113.5,  -770.1,  6486.7,  16.89,  -160.94,  2.56
2019-01-16 18:25:40,  16.04,   126.65,    516.72,  -2.06,    18.85, 31392.6, 29708.3, 29689.2, -1065.3, 10144.4,  18.24,  -160.77,  2.59
2019-01-16 18:26:30,  19.21,   126.74,    516.70,  -2.68,    25.22, 32212.9, 29142.9, 29111.0, -1361.7, 13724.5,  20.03,  -160.57,  2.61
2019-01-16 18:27:20,  22.37,   126.84,    516.74,  -3.33,    31.18, 33231.0, 28431.1, 28383.0, -1651.6, 17203.8,  22.15,  -160.34,  2.64
2019-01-16 18:28:10,  25.53,   126.96,    516.85,  -4.01,    36.70, 34398.5, 27579.1, 27511.7, -1927.2, 20558.5,  24.51,  -160.07,  2.67
2019-01-16 18:29:00,  28.69,   127.10,    517.00,  -4.70,    41.78, 35666.9, 26595.7, 26506.1, -2181.2, 23765.4,  27.05,  -159.79,  2.70
2019-01-16 18:29:50,  31.84,   127.25,    517.20,  -5.42,    46.44, 36989.7, 25491.5, 25377.7, -2406.8, 26803.3,  29.72,  -159.48,  2.74
2019-01-16 18:30:40,  34.99,   127.44,    517.44,  -6.14,    50.69, 38325.3, 24279.4, 24140.0, -2598.0, 29653.7,  32.48,  -159.16,  2.77
2019-01-16 18:31:30,  38.14,   127.65,    517.71,  -6.87,    54.58, 39637.3, 22972.9, 22807.7, -2749.8, 32301.0,  35.31,  -158.82,  2.81
2019-01-16 18:32:20,  41.29,   127.90,    517.99,  -7.61,    58.14, 40894.8, 21586.4, 21396.3, -2857.9, 34733.4,  38.20,  -158.48,  2.84
2019-01-16 18:33:10,  44.43,   128.20,    518.28,  -8.34,    61.41, 42072.3, 20133.8, 19921.1, -2919.0, 36941.9,  41.13,  -158.14,  2.88
2019-01-16 18:34:00,  47.57,   128.56,    518.57,  -9.05,    64.42, 43148.8, 18628.9, 18397.0, -2930.3, 38920.2,  44.09,  -157.80,  2.91
2019-01-16 18:34:50,  50.71,   128.98,    518.84,  -9.74,    67.21, 44107.8, 17085.3, 16839.0, -2890.2, 40664.4,  47.07,  -157.46,  2.95
2019-01-16 18:35:40,  53.84,   129.50,    519.10, -10.39,    69.80, 44936.6, 15516.5, 15262.2, -2797.6, 42172.7,  50.07,  -157.13,  2.98
2019-01-16 18:36:30,  56.96,   130.14,    519.32, -10.97,    72.21, 45626.3, 13936.8, 13681.9, -2653.1, 43445.7,  53.08,  -156.80,  3.02
2019-01-16 18:37:20,  60.07,   130.93,    519.50, -11.47,    74.47, 46172.0, 12361.3, 12114.4, -2458.5, 44486.5,  56.09,  -156.47,  3.05
2019-01-16 18:38:10,  63.18,   131.93,    519.63, -11.84,    76.58, 46573.0, 10806.6, 10576.7, -2217.2, 45301.9,  59.10,  -156.11,  3.09
2019-01-16 18:39:00,  66.27,   133.21,    519.71, -12.02,    78.56, 46833.4,  9289.9,  9086.3, -1934.4, 45902.8,  62.11,  -155.73,  3.13
2019-01-16 18:39:50,  69.34,   134.91,    519.72, -11.92,    80.40, 46962.4,  7829.3,  7660.7, -1616.4, 46305.2,  65.11,  -155.27,  3.17
2019-01-16 18:40:40,  72.38,   137.25,    519.66, -11.38,    82.12, 46974.9,  6442.0,  6315.4, -1271.0, 46531.0,  68.10,  -154.71,  3.22
2019-01-16 18:41:30,  75.37,   140.59,    519.52, -10.14,    83.70, 46890.7,  5143.0,  5062.6,  -905.8, 46607.8,  71.06,  -153.96,  3.28
2019-01-16 18:42:20,  78.29,   145.68,    519.31,  -7.71,    85.16, 46734.6,  3943.4,  3907.7,  -529.4, 46567.9,  74.00,  -152.91,  3.37
2019-01-16 18:43:10,  81.04,   154.09,    519.01,  -3.11,    86.49, 46534.4,  2850.0,  2845.8,  -154.5, 46447.1,  76.91,  -151.33,  3.49
2019-01-16 18:44:00,  83.44,   169.31,    518.63,   5.45,    87.69, 46318.9,  1867.7,  1859.3,   177.2, 46281.3,  79.79,  -148.76,  3.67
2019-01-16 18:44:50,  84.92,  -162.99,    518.16,  16.55,    88.73, 46114.9,  1024.2,   981.8,   291.7, 46103.5,  82.60,  -144.06,  4.00
2019-01-16 18:45:40,  84.68,  -127.95,    517.61,  -6.33,    89.27, 45943.5,   588.6,   585.0,   -64.8, 45939.8,  85.28,  -133.60,  4.71
2019-01-16 18:46:30,  82.88,  -103.81,    516.97, -34.13,    88.68, 45817.9,  1053.2,   871.9,  -590.9, 45805.8,  87.43,  -101.66,  6.85
2019-01-16 18:47:20,  80.36,   -90.82,    516.25, -34.95,    87.73, 45740.2,  1809.4,  1483.1, -1036.5, 45704.3,  87.24,   -36.42, 11.21
2019-01-16 18:48:10,  77.55,   -83.48,    515.46, -32.30,    86.68, 45701.2,  2643.6,  2234.6, -1412.7, 45624.7,  84.97,    -8.87, 13.06
2019-01-16 18:49:00,  74.61,   -78.93,    514.59, -29.48,    85.54, 45681.3,  3549.2,  3089.6, -1746.8, 45543.2,  82.26,     0.56, 13.70
2019-01-16 18:49:50,  71.59,   -75.90,    513.66, -26.89,    84.29, 45652.7,  4538.5,  4047.6, -2053.0, 45426.5,  79.44,     5.00, 14.01
2019-01-16 18:50:40,  68.54,   -73.75,    512.68, -24.58,    82.92, 45583.0,  5619.2,  5109.9, -2337.6, 45235.3,  76.56,     7.54, 14.19
2019-01-16 18:51:30,  65.45,   -72.17,    511.65, -22.55,    81.41, 45439.3,  6790.0,  6271.0, -2603.4, 44929.1,  73.65,     9.16, 14.31
2019-01-16 18:52:20,  62.35,   -70.97,    510.58, -20.77,    79.75, 45191.6,  8039.5,  7516.9, -2851.3, 44470.7,  70.69,    10.28, 14.40
2019-01-16 18:53:10,  59.24,   -70.03,    509.48, -19.25,    77.96, 44815.6,  9348.2,  8825.7, -3081.6, 43829.8,  67.72,    11.09, 14.47
2019-01-16 18:54:00,  56.11,   -69.29,    508.36, -17.95,    76.03, 44294.7, 10690.7, 10170.5, -3294.4, 42985.2,  64.71,    11.69, 14.52
2019-01-16 18:54:50,  52.98,   -68.68,    507.24, -16.85,    73.98, 43620.0, 12038.7, 11521.9, -3489.6, 41925.8,  61.70,    12.14, 14.57
2019-01-16 18:55:40,  49.83,   -68.19,    506.13, -15.93,    71.80, 42790.3, 13363.7, 12850.6, -3667.4, 40650.0,  58.67,    12.48, 14.60
2019-01-16 18:56:30,  46.69,   -67.78,    505.03, -15.16,    69.51, 41811.4, 14638.9, 14129.5, -3828.1, 39165.0,  55.64,    12.72, 14.63
2019-01-16 18:57:20,  43.53,   -67.44,    503.97, -14.52,    67.09, 40694.7, 15840.7, 15334.6, -3972.0, 37485.1,  52.61,    12.88, 14.65
2019-01-16 18:58:10,  40.38,   -67.15,    502.95, -14.00,    64.56, 39456.2, 16949.6, 16446.4, -4099.3, 35630.1,  49.60,    12.97, 14.67
2019-01-16 18:59:00,  37.21,   -66.91,    501.99, -13.56,    61.90, 38115.2, 17950.6, 17449.9, -4210.2, 33623.5,  46.62,    12.99, 14.69
2019-01-16 18:59:50,  34.05,   -66.71,    501.09, -13.21,    59.12, 36693.3, 18833.6, 18335.1, -4304.7, 31491.1,  43.67,    12.95, 14.70
2019-01-16 19:00:40,  30.88,   -66.53,    500.28, -12.93,    56.19, 35213.6, 19593.5, 19096.9, -4383.0, 29259.0,  40.77,    12.84, 14.70
2019-01-16 19:01:30,  27.71,   -66.38,    499.56, -12.69,    53.11, 33699.4, 20229.3, 19734.8, -4445.3, 26952.3,  37.92,    12.67, 14.70
2019-01-16 19:02:20,  24.53,   -66.25,    498.94, -12.51,    49.85, 32173.5, 20743.7, 20251.6, -4491.6, 24593.3,  35.14,    12.44, 14.70
2019-01-16 19:03:10,  21.36,   -66.13,    498.43, -12.35,    46.40, 30657.1, 21141.9, 20652.7, -4521.9, 22200.8,  32.43,    12.14, 14.70
2019-01-16 19:04:00,  18.18,   -66.03,    498.03, -12.22,    42.72, 29169.4, 21429.5, 20944.0, -4535.6, 19789.7,  29.82,    11.79, 14.68
2019-01-16 19:04:50,  15.00,   -65.94,    497.77, -12.10,    38.79, 27727.8, 21611.4, 21130.9, -4531.8, 17371.8,  27.31,    11.37, 14.67
2019-01-16 19:05:40,  11.82,   -65.86,    497.64, -12.00,    34.59, 26347.6, 21690.5, 21216.8, -4508.5, 14957.1,  24.93,    10.90, 14.65
2019-01-16 19:06:30,   8.63,   -65.78,    497.64, -11.89,    30.09, 25042.9, 21667.9, 21203.2, -4463.0, 12556.0,  22.71,    10.38, 14.63
2019-01-16 19:07:20,   5.45,   -65.71,    497.78, -11.76,    25.29, 23827.4, 21543.1, 21090.7, -4391.9, 10180.4,  20.69,     9.83, 14.61
2019-01-16 19:08:10,   2.27,   -65.65,    498.07, -11.61,    20.21, 22714.2, 21316.3, 20879.8, -4291.6,  7845.4,  18.92,     9.26, 14.58
2019-01-16 19:09:00,  -0.91,   -65.58,    498.49, -11.43,    14.86, 21715.6, 20989.4, 20573.3, -4158.6,  5569.0,  17.47,     8.67, 14.56
2019-01-16 19:09:50,  -4.10,   -65.51,    499.06, -11.19,     9.31, 20843.2, 20568.7, 20178.0, -3990.2,  3371.1,  16.42,     8.09, 14.53
2019-01-16 19:10:40,  -7.28,   -65.45,    499.77, -10.87,     3.63, 20105.9, 20065.7, 19705.5, -3785.1,  1271.3,  15.84,     7.53, 14.51
2019-01-16 19:11:30, -10.46,   -65.37,    500.61, -10.47,    -2.10, 19510.2, 19497.1, 19172.4, -3543.5,  -713.6, -15.79,     7.01, 14.48
