===== MAG =====
Time (UTC), geodetic latitude (degrees), geodetic longitude (degrees), alt (km above WGS-84 ellipsoid), magnetic declination (degrees), inclination (degrees), total intensity (nT), horizontal (nT), north (nT), east (nT), vertical (nT), magnetic latitude (degrees), magnetic longitude (degrees), magnetic local time (hours)
2019-02-27 02:48:18,  83.35,    63.76,    511.65,  33.17,    86.44, 46014.4,  2856.1,  2390.7,  1562.6, 45925.7,  78.91,   150.77,  7.76
2019-02-27 02:48:42,  82.25,    72.04,    511.81,  33.69,    86.47, 46205.1,  2845.6,  2367.7,  1578.4, 46117.4,  77.79,   154.64,  8.03
2019-02-27 02:49:06,  81.03,    78.16,    511.95,  31.71,    86.42, 46402.6,  2899.0,  2466.2,  1523.7, 46311.9,  76.62,   157.85,  8.25
2019-02-27 02:49:30,  79.73,    82.76,    512.07,  28.24,    86.28, 46603.6,  3023.7,  2663.7,  1430.9, 46505.4,  75.41,   160.54,  8.44
2019-02-27 02:49:54,  78.38,    86.30,    512.18,  24.12,    86.05, 46804.6,  3223.3,  2942.0,  1317.1, 46693.5,  74.17,   162.82,  8.60
2019-02-27 02:50:18,  77.00,    89.08,    512.28,  19.92,    85.73, 47001.9,  3497.6,  3288.4,  1191.6, 46871.6,  72.90,   164.76,  8.73
2019-02-27 02:50:42,  75.58,    91.31,    512.36,  16.01,    85.33, 47191.6,  3843.0,  3694.0,  1059.8, 47034.9,  71.61,   166.44,  8.85
2019-02-27 02:51:06,  74.15,    93.13,    512.43,  12.55,    84.85, 47370.0,  4254.4,  4152.7,   924.7, 47178.6,  70.29,   167.89,  8.95
2019-02-27 02:51:30,  72.71,    94.64,    512.48,   9.60,    84.29, 47533.2,  4726.1,  4659.9,   788.5, 47297.7,  68.96,   169.15,  9.05
2019-02-27 02:51:54,  71.25,    95.91,    512.52,   7.14,    83.68, 47677.6,  5252.4,  5211.7,   652.7, 47387.4,  67.62,   170.26,  9.13
2019-02-27 02:52:18,  69.79,    96.98,    512.55,   5.10,    83.00, 47799.5,  5828.3,  5805.2,   518.4, 47442.9,  66.26,   171.24,  9.20
2019-02-27 02:52:42,  68.31,    97.90,    512.57,   3.44,    82.26, 47895.8,  6448.8,  6437.2,   386.7, 47459.6,  64.89,   172.11,  9.26
2019-02-27 02:53:06,  66.84,    98.70,    512.58,   2.08,    81.48, 47963.2,  7109.6,  7104.9,   258.4, 47433.3,  63.50,   172.88,  9.32
2019-02-27 02:53:30,  65.35,    99.40,    512.57,   0.99,    80.64, 47999.1,  7806.8,  7805.6,   134.2, 47360.0,  62.11,   173.56,  9.37
2019-02-27 02:53:54,  63.87,   100.01,    512.56,   0.10,    79.76, 48001.1,  8536.3,  8536.3,    14.8, 47235.9,  60.71,   174.17,  9.42
2019-02-27 02:54:18,  62.38,   100.55,    512.54,  -0.61,    78.83, 47966.9,  9294.5,  9294.0,   -99.3, 47057.8,  59.30,   174.71,  9.47
2019-02-27 02:54:42,  60.88,   101.03,    512.51,  -1.18,    77.85, 47895.0, 10077.9, 10075.7,  -207.5, 46822.7,  57.88,   175.19,  9.50
2019-02-27 02:55:06,  59.39,   101.45,    512.47,  -1.63,    76.84, 47783.9, 10882.9, 10878.5,  -309.5, 46528.1,  56.46,   175.62,  9.54
2019-02-27 02:55:30,  57.89,   101.84,    512.43,  -1.98,    75.77, 47632.7, 11706.1, 11699.1,  -404.9, 46171.9,  55.03,   176.00,  9.57
2019-02-27 02:55:54,  56.39,   102.18,    512.38,  -2.25,    74.67, 47440.7, 12544.4, 12534.7,  -493.5, 45752.2,  53.59,   176.33,  9.60
2019-02-27 02:56:18,  54.89,   102.49,    512.32,  -2.46,    73.52, 47207.8, 13394.5, 13382.1,  -575.2, 45267.7,  52.15,   176.63,  9.63
2019-02-27 02:56:42,  53.39,   102.77,    512.27,  -2.61,    72.32, 46934.0, 14253.3, 14238.5,  -649.8, 44717.4,  50.71,   176.90,  9.65
2019-02-27 02:57:06,  51.88,   103.03,    512.21,  -2.72,    71.08, 46619.7, 15117.9, 15100.8,  -717.2, 44100.4,  49.27,   177.13,  9.68
2019-02-27 02:57:30,  50.38,   103.26,    512.15,  -2.79,    69.79, 46265.7, 15985.4, 15966.4,  -777.6, 43416.4,  47.83,   177.33,  9.70
2019-02-27 02:57:54,  48.87,   103.47,    512.09,  -2.83,    68.45, 45873.1, 16853.0, 16832.5,  -831.0, 42665.1,  46.38,   177.50,  9.71
2019-02-27 02:58:18,  47.36,   103.66,    512.03,  -2.84,    67.05, 45443.1, 17718.3, 17696.6,  -877.5, 41846.6,  44.94,   177.66,  9.73
2019-02-27 02:58:42,  45.85,   103.84,    511.97,  -2.83,    65.60, 44977.4, 18578.6, 18556.0,  -917.3, 40961.0,  43.49,   177.79,  9.75
2019-02-27 02:59:06,  44.34,   104.00,    511.92,  -2.80,    64.09, 44477.8, 19431.6, 19408.3,  -950.5, 40008.6,  42.05,   177.90,  9.76
2019-02-27 02:59:30,  42.83,   104.15,    511.86,  -2.76,    62.53, 43946.5, 20274.7, 20251.1,  -977.3, 38990.1,  40.62,   177.99,  9.77
2019-02-27 02:59:54,  41.32,   104.29,    511.82,  -2.71,    60.89, 43385.7, 21105.7, 21082.1,  -998.0, 37906.0,  39.19,   178.07,  9.79
2019-02-27 03:00:18,  39.81,   104.42,    511.78,  -2.65,    59.19, 42798.0, 21922.2, 21898.8, -1012.6, 36757.1,  37.76,   178.13,  9.80
2019-02-27 03:00:42,  38.29,   104.53,    511.74,  -2.58,    57.41, 42186.4, 22722.0, 22699.1, -1021.5, 35544.4,  36.34,   178.19,  9.81
2019-02-27 03:01:06,  36.78,   104.64,    511.72,  -2.50,    55.56, 41554.0, 23502.7, 23480.4, -1024.7, 34268.9,  34.93,   178.23,  9.82
2019-02-27 03:01:30,  35.26,   104.74,    511.70,  -2.42,    53.62, 40904.2, 24262.0, 24240.4, -1022.5, 32931.9,  33.53,   178.26,  9.83
2019-02-27 03:01:54,  33.75,   104.84,    511.70,  -2.33,    51.60, 40240.7, 24997.5, 24976.8, -1014.9, 31534.7,  32.15,   178.29,  9.84
2019-02-27 03:02:18,  32.23,   104.92,    511.70,  -2.23,    49.48, 39567.6, 25706.7, 25687.2, -1002.3, 30079.2,  30.78,   178.31,  9.84
2019-02-27 03:02:42,  30.72,   105.00,    511.72,  -2.14,    47.27, 38889.2, 26387.5, 26369.1,  -984.6, 28567.0,  29.43,   178.32,  9.85
2019-02-27 03:03:06,  29.20,   105.08,    511.75,  -2.04,    44.96, 38210.3, 27037.2, 27020.1,  -962.2, 27000.3,  28.10,   178.33,  9.86
2019-02-27 03:03:30,  27.68,   105.15,    511.79,  -1.94,    42.55, 37536.0, 27653.8, 27638.0,  -935.1, 25381.4,  26.80,   178.34,  9.87
2019-02-27 03:03:54,  26.16,   105.21,    511.85,  -1.83,    40.03, 36871.6, 28234.8, 28220.3,  -903.6, 23713.1,  25.52,   178.34,  9.87
2019-02-27 03:04:18,  24.64,   105.27,    511.92,  -1.73,    37.39, 36222.8, 28778.1, 28765.0,  -867.8, 21998.0,  24.29,   178.35,  9.88
2019-02-27 03:04:42,  23.13,   105.33,    512.01,  -1.62,    34.65, 35595.6, 29281.7, 29269.9,  -828.1, 20239.4,  23.09,   178.35,  9.89
2019-02-27 03:05:06,  21.61,   105.38,    512.11,  -1.51,    31.80, 34996.2, 29743.5, 29733.2,  -784.7, 18440.5,  21.95,   178.35,  9.90
2019-02-27 03:05:30,  20.09,   105.43,    512.23,  -1.40,    28.83, 34430.7, 30162.0, 30153.0,  -738.0, 16605.0,  20.86,   178.35,  9.90
2019-02-27 03:05:54,  18.57,   105.48,    512.37,  -1.29,    25.76, 33905.5, 30535.5, 30527.7,  -688.5, 14736.5,  19.84,   178.35,  9.91
2019-02-27 03:06:18,  17.05,   105.52,    512.53,  -1.18,    22.59, 33426.6, 30862.7, 30856.1,  -636.6, 12838.8,  18.91,   178.36,  9.92
2019-02-27 03:06:42,  15.53,   105.56,    512.71,  -1.07,    19.32, 33000.1, 31142.4, 31136.9,  -582.8, 10916.0,  18.06,   178.36,  9.93
2019-02-27 03:07:06,  14.01,   105.60,    512.91,  -0.96,    15.96, 32631.3, 31373.7, 31369.2,  -527.9,  8972.0,  17.33,   178.37,  9.93
2019-02-27 03:07:30,  12.49,   105.64,    513.12,  -0.86,    12.53, 32325.2, 31555.8, 31552.2,  -472.4,  7011.0,  16.72,   178.38,  9.94
2019-02-27 03:07:54,  10.97,   105.68,    513.36,  -0.75,     9.03, 32085.9, 31688.1, 31685.4,  -417.3,  5037.0,  16.25,   178.39,  9.95
2019-02-27 03:08:18,   9.45,   105.71,    513.62,  -0.66,     5.49, 31916.8, 31770.3, 31768.3,  -363.2,  3054.1,  15.93,   178.41,  9.96
2019-02-27 03:08:42,   7.93,   105.75,    513.89,  -0.56,     1.92, 31820.1, 31802.2, 31800.7,  -311.2,  1066.5,  15.77,   178.42,  9.96
2019-02-27 03:09:06,   6.41,   105.78,    514.19,  -0.47,    -1.66, 31797.1, 31783.7, 31782.7,  -262.1,  -921.8, -15.78,   178.44,  9.97
2019-02-27 03:09:30,   4.89,   105.81,    514.51,  -0.39,    -5.24, 31847.8, 31714.9, 31714.2,  -216.9, -2906.7, -15.96,   178.46,  9.98
2019-02-27 03:09:54,   3.37,   105.85,    514.85,  -0.32,    -8.79, 31971.2, 31595.9, 31595.4,  -176.6, -4884.4, -16.29,   178.47,  9.99
2019-02-27 03:10:18,   1.85,   105.88,    515.21,  -0.26,   -12.30, 32165.2, 31427.2, 31426.9,  -142.2, -6850.7, -16.79,   178.49, 10.00
2019-02-27 03:10:42,   0.33,   105.91,    515.59,  -0.21,   -15.75, 32426.6, 31209.2, 31209.0,  -114.6, -8801.7, -17.42,   178.51, 10.00
2019-02-27 03:11:06,  -1.19,   105.94,    515.98,  -0.18,   -19.13, 32751.4, 30942.5, 30942.4,   -94.7, -10733.6, -18.19,   178.53, 10.01
2019-02-27 03:11:30,  -2.71,   105.97,    516.40,  -0.16,   -22.43, 33134.7, 30628.1, 30628.0,   -83.4, -12642.4, -19.06,   178.54, 10.02
2019-02-27 03:11:54,  -4.23,   106.00,    516.84,  -0.15,   -25.64, 33571.3, 30266.8, 30266.7,   -81.6, -14524.3, -20.04,   178.55, 10.03
2019-02-27 03:12:18,  -5.75,   106.03,    517.30,  -0.17,   -28.74, 34055.3, 29859.8, 29859.7,   -89.9, -16375.5, -21.10,   178.56, 10.04
2019-02-27 03:12:42,  -7.27,   106.07,    517.77,  -0.21,   -31.74, 34580.7, 29408.6, 29408.4,  -109.0, -18192.3, -22.24,   178.57, 10.04
2019-02-27 03:13:06,  -8.79,   106.10,    518.27,  -0.28,   -34.63, 35141.4, 28914.9, 28914.5,  -139.4, -19971.1, -23.44,   178.57, 10.05
2019-02-27 03:13:30, -10.31,   106.13,    518.78,  -0.37,   -37.41, 35731.1, 28380.4, 28379.8,  -181.4, -21708.6, -24.69,   178.57, 10.06
2019-02-27 03:13:54, -11.83,   106.17,    519.30,  -0.49,   -40.08, 36343.9, 27807.4, 27806.4,  -235.4, -23401.4, -25.99,   178.56, 10.06
2019-02-27 03:14:18, -13.34,   106.21,    519.85,  -0.64,   -42.64, 36974.0, 27198.3, 27196.6,  -301.5, -25046.5, -27.33,   178.54, 10.07
2019-02-27 03:14:42, -14.86,   106.25,    520.41,  -0.82,   -45.09, 37615.9, 26555.6, 26552.9,  -379.8, -26641.2, -28.71,   178.51, 10.07
2019-02-27 03:15:06, -16.38,   106.29,    520.98,  -1.04,   -47.44, 38264.6, 25882.2, 25877.9,  -470.0, -28183.1, -30.12,   178.48, 10.08
2019-02-27 03:15:30, -17.89,   106.33,    521.56,  -1.30,   -49.68, 38915.4, 25181.1, 25174.6,  -572.0, -29670.2, -31.55,   178.43, 10.08
2019-02-27 03:15:54, -19.41,   106.37,    522.16,  -1.61,   -51.82, 39564.0, 24455.3, 24445.7,  -685.5, -31100.7, -33.00,   178.38, 10.09
2019-02-27 03:16:18, -20.92,   106.42,    522.77,  -1.96,   -53.87, 40206.8, 23708.1, 23694.3,  -810.0, -32473.3, -34.48,   178.32, 10.09
2019-02-27 03:16:42, -22.44,   106.47,    523.38,  -2.36,   -55.82, 40840.4, 22942.8, 22923.3,  -945.0, -33787.1, -35.97,   178.24, 10.09
2019-02-27 03:17:06, -23.95,   106.53,    524.01,  -2.82,   -57.69, 41462.0, 22162.5, 22135.6, -1089.8, -35041.8, -37.47,   178.16, 10.09
2019-02-27 03:17:30, -25.46,   106.59,    524.64,  -3.34,   -59.47, 42069.2, 21370.3, 21334.1, -1243.7, -36237.1, -38.98,   178.06, 10.09
2019-02-27 03:17:54, -26.98,   106.65,    525.29,  -3.92,   -61.17, 42659.9, 20569.4, 20521.3, -1406.0, -37373.3, -40.51,   177.95, 10.09
2019-02-27 03:18:18, -28.49,   106.72,    525.93,  -4.57,   -62.80, 43232.4, 19762.6, 19699.7, -1575.8, -38451.0, -42.04,   177.83, 10.09
2019-02-27 03:18:42, -30.00,   106.79,    526.58,  -5.31,   -64.35, 43785.3, 18952.7, 18871.5, -1752.3, -39470.9, -43.59,   177.70, 10.09
2019-02-27 03:19:06, -31.51,   106.86,    527.23,  -6.12,   -65.84, 44317.5, 18141.9, 18038.5, -1934.6, -40434.0, -45.13,   177.56, 10.09
2019-02-27 03:19:30, -33.02,   106.95,    527.89,  -7.03,   -67.25, 44828.1, 17332.8, 17202.4, -2121.8, -41341.6, -46.68,   177.40, 10.08
2019-02-27 03:19:54, -34.53,   107.03,    528.54,  -8.04,   -68.61, 45316.2, 16527.3, 16364.7, -2312.9, -42194.9, -48.24,   177.24, 10.08
2019-02-27 03:20:18, -36.03,   107.13,    529.19,  -9.17,   -69.91, 45781.3, 15727.4, 15526.3, -2506.9, -42995.0, -49.79,   177.06, 10.07
2019-02-27 03:20:42, -37.54,   107.23,    529.84, -10.43,   -71.15, 46222.6, 14934.9, 14688.2, -2702.9, -43743.3, -51.35,   176.88, 10.07
2019-02-27 03:21:06, -39.05,   107.34,    530.49, -11.82,   -72.34, 46639.6, 14151.3, 13851.0, -2899.9, -44440.8, -52.91,   176.68, 10.06
2019-02-27 03:21:30, -40.55,   107.46,    531.13, -13.38,   -73.47, 47031.7, 13378.5, 13015.2, -3096.9, -45088.7, -54.47,   176.47, 10.06
2019-02-27 03:21:54, -42.05,   107.59,    531.76, -15.13,   -74.56, 47398.3, 12618.2, 12181.0, -3292.9, -45687.8, -56.03,   176.25, 10.05
2019-02-27 03:22:18, -43.56,   107.74,    532.38, -17.08,   -75.60, 47738.8, 11872.3, 11348.6, -3487.0, -46238.9, -57.59,   176.02, 10.04
2019-02-27 03:22:42, -45.06,   107.89,    532.99, -19.27,   -76.59, 48052.4, 11142.9, 10518.4, -3678.2, -46742.6, -59.14,   175.78, 10.03
2019-02-27 03:23:06, -46.56,   108.06,    533.60, -21.75,   -77.54, 48338.6, 10432.8,  9690.3, -3865.4, -47199.4, -60.70,   175.53, 10.02
2019-02-27 03:23:30, -48.06,   108.24,    534.19, -24.54,   -78.43, 48596.6,  9745.0,  8864.6, -4047.6, -47609.5, -62.25,   175.26, 10.01
2019-02-27 03:23:54, -49.56,   108.44,    534.76, -27.71,   -79.28, 48825.7,  9083.3,  8041.5, -4223.8, -47973.4, -63.80,   174.98, 10.00
2019-02-27 03:24:18, -51.05,   108.66,    535.32, -31.31,   -80.07, 49025.3,  8452.6,  7221.4, -4393.0, -48291.1, -65.34,   174.69,  9.98
2019-02-27 03:24:42, -52.55,   108.90,    535.86, -35.41,   -80.81, 49194.7,  7858.6,  6404.6, -4554.0, -48562.9, -66.88,   174.37,  9.97
2019-02-27 03:25:06, -54.04,   109.16,    536.38, -40.08,   -81.48, 49333.4,  7308.1,  5591.6, -4705.6, -48789.1, -68.41,   174.04,  9.96
2019-02-27 03:25:30, -55.53,   109.45,    536.89, -45.38,   -82.08, 49441.0,  6809.4,  4782.9, -4846.8, -48969.9, -69.94,   173.67,  9.94
2019-02-27 03:25:54, -57.02,   109.77,    537.37, -51.35,   -82.61, 49517.3,  6371.5,  3979.3, -4976.1, -49105.7, -71.47,   173.27,  9.92
2019-02-27 03:26:18, -58.51,   110.13,    537.83, -58.01,   -83.04, 49562.2,  6004.2,  3181.2, -5092.2, -49197.1, -72.99,   172.83,  9.90
2019-02-27 03:26:42, -60.00,   110.53,    538.27, -65.29,   -83.38, 49575.6,  5716.9,  2389.4, -5193.6, -49244.9, -74.50,   172.33,  9.87
2019-02-27 03:27:06, -61.48,   110.97,    538.68, -73.09,   -83.61, 49558.0,  5516.9,  1604.4, -5278.5, -49250.0, -76.00,   171.76,  9.84
2019-02-27 03:27:30, -62.96,   111.47,    539.07, -81.21,   -83.73, 49509.8,  5408.5,   826.8, -5344.9, -49213.5, -77.50,   171.08,  9.80
2019-02-27 03:27:54, -64.44,   112.03,    539.43, -89.40,   -83.74, 49431.6,  5391.0,    56.7, -5390.7, -49136.7, -78.99,   170.26,  9.75
2019-02-27 03:28:18, -65.91,   112.66,    539.76, -97.43,   -83.65, 49324.2,  5458.9,  -705.6, -5413.1, -49021.2, -80.47,   169.24,  9.69
2019-02-27 03:28:42, -67.38,   113.39,    540.07, -105.11,   -83.46, 49188.7,  5602.6, -1460.4, -5408.9, -48868.6, -81.93,   167.89,  9.61
2019-02-27 03:29:06, -68.84,   114.22,    540.34, -112.34,   -83.19, 49026.1,  5810.0, -2208.2, -5374.0, -48680.6, -83.39,   166.01,  9.49
2019-02-27 03:29:30, -70.30,   115.18,    540.59, -119.08,   -82.86, 48837.7,  6068.5, -2949.7, -5303.3, -48459.3, -84.83,   163.16,  9.31
2019-02-27 03:29:54, -71.75,   116.31,    540.80, -125.38,   -82.48, 48624.8,  6366.2, -3686.2, -5190.4, -48206.3, -86.24,   158.27,  8.99
2019-02-27 03:30:18, -73.19,   117.64,    540.98, -131.32,   -82.05, 48388.7,  6692.8, -4419.0, -5026.5, -47923.6, -87.59,   147.93,  8.30
2019-02-27 03:30:42, -74.62,   119.23,    541.13, -137.01,   -81.59, 48130.6,  7039.8, -5149.8, -4799.8, -47613.0, -88.70,   117.22,  6.26
2019-02-27 03:31:06, -76.04,   121.15,    541.25, -142.61,   -81.10, 47851.7,  7400.6, -5879.8, -4494.1, -47275.9, -88.67,    50.90,  1.85
2019-02-27 03:31:30, -77.43,   123.52,    541.33, -148.27,   -80.60, 47553.0,  7770.2, -6609.1, -4086.1, -46913.9, -87.55,    21.68, 23.91
2019-02-27 03:31:54, -78.80,   126.48,    541.37, -154.22,   -80.07, 47235.6,  8145.1, -7334.5, -3542.1, -46528.1, -86.22,    11.69, 23.25
2019-02-27 03:32:18, -80.12,   130.27,    541.39, -160.73,   -79.53, 46900.1,  8522.6, -8045.2, -2812.4, -46119.3, -84.84,     6.90, 22.94
2019-02-27 03:32:42, -81.39,   135.21,    541.36, -168.18,   -78.98, 46547.1,  8901.4, -8712.7, -1823.2, -45688.1, -83.45,     4.09, 22.76
2019-02-27 03:33:06, -82.57,   141.81,    541.31, -177.10,   -78.41, 46176.8,  9280.5, -9268.6,  -470.0, -45234.6, -82.05,     2.22, 22.64
2019-02-27 03:33:30, -83.61,   150.73,    541.21, 171.81,   -77.82, 45789.4,  9659.5, -9561.0,  1375.8, -44758.9, -80.64,     0.86, 22.55
2019-02-27 03:33:54, -84.44,   162.73,    541.08, 157.79,   -77.22, 45384.6, 10038.2, -9293.3,  3794.8, -44260.6, -79.23,    -0.19, 22.49
2019-02-27 03:34:18, -84.95,   177.99,    540.92, 140.62,   -76.60, 44962.1, 10416.7, -8051.3,  6609.4, -43738.8, -77.83,    -1.04, 22.44
2019-02-27 03:34:42, -85.04,  -164.85,    540.72, 121.65,   -75.97, 44521.5, 10794.9, -5663.6,  9189.9, -43193.0, -76.42,    -1.74, 22.40
2019-02-27 03:35:06, -84.69,  -148.55,    540.48, 103.64,   -75.31, 44062.0, 11172.8, -2635.1, 10857.6, -42621.9, -75.01,    -2.35, 22.37
2019-02-27 03:35:30, -83.97,  -135.22,    540.21,  88.68,   -74.63, 43583.0, 11550.0,   266.0, 11547.0, -42024.7, -73.60,    -2.89, 22.34
2019-02-27 03:35:54, -83.00,  -125.15,    539.91,  77.07,   -73.93, 43083.8, 11926.0,  2669.3, 11623.4, -41400.3, -72.19,    -3.37, 22.31
2019-02-27 03:36:18, -81.87,  -117.71,    539.57,  68.17,   -73.20, 42563.7, 12299.7,  4574.4, 11417.5, -40747.8, -70.78,    -3.81, 22.29
2019-02-27 03:36:42, -80.63,  -112.18,    539.20,  61.24,   -72.45, 42022.2, 12670.1,  6095.3, 11107.6, -40066.7, -69.37,    -4.21, 22.27
2019-02-27 03:37:06, -79.32,  -107.98,    538.79,  55.73,   -71.67, 41459.1, 13035.4,  7340.4, 10772.3, -39356.5, -67.96,    -4.59, 22.25
2019-02-27 03:37:30, -77.97,  -104.73,    538.35,  51.23,   -70.87, 40874.1, 13393.9,  8387.9, 10442.2, -38617.3, -66.54,    -4.94, 22.24
2019-02-27 03:37:54, -76.59,  -102.15,    537.88,  47.47,   -70.04, 40267.6, 13743.6,  9290.5, 10127.8, -37849.6, -65.13,    -5.28, 22.22
2019-02-27 03:38:18, -75.18,  -100.06,    537.37,  44.28,   -69.19, 39640.0, 14082.1, 10082.7,  9830.8, -37054.4, -63.72,    -5.60, 22.21
2019-02-27 03:38:42, -73.75,   -98.35,    536.84,  41.52,   -68.32, 38992.4, 14407.2, 10787.2,  9550.2, -36233.1, -62.30,    -5.91, 22.19
2019-02-27 03:39:06, -72.32,   -96.92,    536.27,  39.11,   -67.42, 38325.8, 14716.8, 11419.2,  9283.7, -35387.6, -60.89,    -6.20, 22.18
2019-02-27 03:39:30, -70.87,   -95.72,    535.68,  36.98,   -66.50, 37642.1, 15008.7, 11989.1,  9029.0, -34520.5, -59.49,    -6.49, 22.17
2019-02-27 03:39:54, -69.41,   -94.70,    535.05,  35.09,   -65.57, 36943.3, 15281.1, 12504.2,  8783.9, -33634.7, -58.08,    -6.76, 22.16
2019-02-27 03:40:18, -67.95,   -93.82,    534.40,  33.38,   -64.61, 36231.6, 15532.5, 12969.7,  8546.7, -32733.3, -56.68,    -7.03, 22.14
2019-02-27 03:40:42, -66.48,   -93.05,    533.73,  31.84,   -63.65, 35509.8, 15761.8, 13389.8,  8315.6, -31820.0, -55.28,    -7.29, 22.13
2019-02-27 03:41:06, -65.00,   -92.38,    533.03,  30.44,   -62.67, 34780.8, 15968.4, 13767.8,  8089.3, -30898.5, -53.89,    -7.54, 22.12
2019-02-27 03:41:30, -63.52,   -91.79,    532.30,  29.15,   -61.68, 34047.6, 16152.1, 14106.9,  7866.9, -29972.4, -52.50,    -7.79, 22.11
2019-02-27 03:41:54, -62.04,   -91.27,    531.55,  27.95,   -60.68, 33313.4, 16313.4, 14409.9,  7647.3, -29045.8, -51.12,    -8.03, 22.11
2019-02-27 03:42:18, -60.55,   -90.81,    530.79,  26.85,   -59.67, 32581.5, 16453.2, 14680.0,  7430.0, -28122.0, -49.74,    -8.26, 22.10
2019-02-27 03:42:42, -59.07,   -90.39,    530.00,  25.80,   -58.65, 31855.0, 16572.9, 14920.3,  7214.2, -27204.4, -48.38,    -8.49, 22.09
2019-02-27 03:43:06, -57.57,   -90.02,    529.19,  24.82,   -57.62, 31137.1, 16674.3, 15134.1,  6999.5, -26296.1, -47.02,    -8.72, 22.08
2019-02-27 03:43:30, -56.08,   -89.69,    528.37,  23.88,   -56.58, 30430.7, 16759.9, 15324.7,  6785.7, -25399.5, -45.67,    -8.94, 22.07
2019-02-27 03:43:54, -54.59,   -89.38,    527.53,  22.98,   -55.53, 29738.6, 16832.1, 15495.8,  6572.5, -24516.7, -44.32,    -9.16, 22.06
