===== MAG =====
Time (UTC), geodetic latitude (degrees), geodetic longitude (degrees), alt (km above WGS-84 ellipsoid), magnetic declination (degrees), inclination (degrees), total intensity (nT), horizontal (nT), north (nT), east (nT), vertical (nT), magnetic latitude (degrees), magnetic longitude (degrees), magnetic local time (hours)
2019-04-23 21:04:36,  -0.68,   105.79,    498.06,  -0.18,   -17.97, 32920.7, 31315.6, 31315.4,   -98.1, -10154.2, -17.68,   178.38,  4.32
2019-04-23 21:04:48,  -1.44,   105.80,    498.17,  -0.16,   -19.65, 33099.0, 31171.4, 31171.3,   -89.7, -11130.5, -18.09,   178.39,  4.33
2019-04-23 21:05:00,  -2.20,   105.82,    498.28,  -0.15,   -21.31, 33292.1, 31015.0, 31014.9,   -83.7, -12100.9, -18.53,   178.40,  4.33
2019-04-23 21:05:12,  -2.97,   105.83,    498.41,  -0.15,   -22.95, 33499.1, 30846.4, 30846.3,   -79.9, -13064.8, -19.00,   178.41,  4.34
2019-04-23 21:05:24,  -3.73,   105.85,    498.54,  -0.15,   -24.57, 33719.5, 30665.8, 30665.7,   -78.6, -14021.7, -19.49,   178.41,  4.34
2019-04-23 21:05:36,  -4.49,   105.87,    498.68,  -0.15,   -26.16, 33952.4, 30473.4, 30473.3,   -79.9, -14971.2, -20.00,   178.42,  4.34
2019-04-23 21:05:48,  -5.26,   105.88,    498.83,  -0.16,   -27.73, 34197.1, 30269.3, 30269.1,   -83.8, -15912.7, -20.54,   178.42,  4.35
2019-04-23 21:06:00,  -6.02,   105.90,    498.99,  -0.17,   -29.27, 34452.9, 30053.6, 30053.5,   -90.4, -16845.8, -21.09,   178.43,  4.35
2019-04-23 21:06:12,  -6.78,   105.91,    499.15,  -0.19,   -30.79, 34718.9, 29826.7, 29826.5,   -99.8, -17769.9, -21.67,   178.43,  4.35
2019-04-23 21:06:24,  -7.55,   105.93,    499.32,  -0.22,   -32.27, 34994.3, 29588.6, 29588.4,  -112.0, -18684.7, -22.26,   178.43,  4.36
2019-04-23 21:06:36,  -8.31,   105.95,    499.50,  -0.25,   -33.73, 35278.4, 29339.6, 29339.4,  -127.2, -19589.6, -22.86,   178.44,  4.36
2019-04-23 21:06:48,  -9.08,   105.97,    499.69,  -0.29,   -35.16, 35570.4, 29080.0, 29079.7,  -145.4, -20484.3, -23.48,   178.44,  4.36
2019-04-23 21:07:00,  -9.84,   105.98,    499.88,  -0.33,   -36.56, 35869.4, 28810.1, 28809.6,  -166.6, -21368.1, -24.12,   178.43,  4.37
2019-04-23 21:07:12, -10.60,   106.00,    500.09,  -0.38,   -37.94, 36174.8, 28530.0, 28529.4,  -190.9, -22240.8, -24.76,   178.43,  4.37
2019-04-23 21:07:24, -11.36,   106.02,    500.30,  -0.44,   -39.29, 36485.7, 28240.1, 28239.3,  -218.2, -23102.0, -25.42,   178.42,  4.37
2019-04-23 21:07:36, -12.13,   106.04,    500.51,  -0.51,   -40.60, 36801.4, 27940.7, 27939.6,  -248.7, -23951.1, -26.09,   178.42,  4.38
2019-04-23 21:07:48, -12.89,   106.06,    500.74,  -0.59,   -41.89, 37121.1, 27632.2, 27630.7,  -282.3, -24787.9, -26.77,   178.41,  4.38
2019-04-23 21:08:00, -13.65,   106.08,    500.97,  -0.67,   -43.16, 37444.2, 27314.8, 27312.9,  -319.0, -25612.0, -27.45,   178.40,  4.38
2019-04-23 21:08:12, -14.42,   106.10,    501.21,  -0.76,   -44.39, 37770.0, 26988.9, 26986.5,  -358.8, -26423.0, -28.15,   178.39,  4.38
2019-04-23 21:08:24, -15.18,   106.12,    501.45,  -0.86,   -45.60, 38097.8, 26654.8, 26651.8,  -401.8, -27220.6, -28.85,   178.37,  4.39
2019-04-23 21:08:36, -15.94,   106.14,    501.70,  -0.98,   -46.78, 38427.0, 26313.1, 26309.3,  -447.8, -28004.5, -29.56,   178.35,  4.39
2019-04-23 21:08:48, -16.70,   106.16,    501.96,  -1.10,   -47.94, 38756.9, 25964.0, 25959.2,  -496.9, -28774.5, -30.28,   178.33,  4.39
2019-04-23 21:09:00, -17.47,   106.18,    502.23,  -1.23,   -49.07, 39087.1, 25607.9, 25602.0,  -549.1, -29530.3, -31.01,   178.31,  4.39
2019-04-23 21:09:12, -18.23,   106.20,    502.50,  -1.37,   -50.17, 39417.0, 25245.3, 25238.0,  -604.2, -30271.7, -31.73,   178.29,  4.39
2019-04-23 21:09:24, -18.99,   106.23,    502.78,  -1.53,   -51.25, 39746.0, 24876.5, 24867.7,  -662.2, -30998.4, -32.47,   178.26,  4.40
2019-04-23 21:09:36, -19.75,   106.25,    503.06,  -1.69,   -52.31, 40073.7, 24502.0, 24491.4,  -723.1, -31710.4, -33.21,   178.23,  4.40
2019-04-23 21:09:48, -20.51,   106.28,    503.35,  -1.87,   -53.34, 40399.6, 24122.3, 24109.4,  -786.8, -32407.4, -33.95,   178.20,  4.40
2019-04-23 21:10:00, -21.27,   106.30,    503.65,  -2.06,   -54.35, 40723.3, 23737.6, 23722.3,  -853.3, -33089.4, -34.70,   178.16,  4.40
2019-04-23 21:10:12, -22.04,   106.33,    503.95,  -2.26,   -55.33, 41044.3, 23348.5, 23330.3,  -922.4, -33756.3, -35.45,   178.13,  4.40
2019-04-23 21:10:24, -22.80,   106.35,    504.26,  -2.48,   -56.29, 41362.5, 22955.4, 22933.9,  -994.1, -34407.9, -36.21,   178.09,  4.40
2019-04-23 21:10:36, -23.56,   106.38,    504.57,  -2.71,   -57.23, 41677.3, 22558.7, 22533.3, -1068.3, -35044.3, -36.97,   178.04,  4.40
2019-04-23 21:10:48, -24.32,   106.41,    504.89,  -2.96,   -58.15, 41988.5, 22158.7, 22129.1, -1144.8, -35665.4, -37.73,   178.00,  4.40
2019-04-23 21:11:00, -25.08,   106.44,    505.22,  -3.22,   -59.04, 42295.8, 21756.0, 21721.5, -1223.7, -36271.3, -38.50,   177.95,  4.40
2019-04-23 21:11:12, -25.84,   106.47,    505.54,  -3.50,   -59.92, 42598.9, 21350.8, 21310.9, -1304.8, -36862.0, -39.26,   177.90,  4.40
2019-04-23 21:11:24, -26.60,   106.50,    505.88,  -3.80,   -60.78, 42897.6, 20943.7, 20897.7, -1388.0, -37437.5, -40.03,   177.84,  4.40
2019-04-23 21:11:36, -27.36,   106.53,    506.22,  -4.11,   -61.61, 43191.7, 20534.9, 20482.0, -1473.1, -37997.9, -40.81,   177.78,  4.40
2019-04-23 21:11:48, -28.12,   106.57,    506.56,  -4.45,   -62.43, 43481.0, 20124.8, 20064.3, -1560.1, -38543.3, -41.58,   177.72,  4.40
2019-04-23 21:12:00, -28.88,   106.60,    506.91,  -4.80,   -63.23, 43765.3, 19713.8, 19644.8, -1648.9, -39073.9, -42.36,   177.66,  4.40
2019-04-23 21:12:12, -29.64,   106.64,    507.26,  -5.17,   -64.01, 44044.5, 19302.3, 19223.7, -1739.4, -39589.6, -43.13,   177.59,  4.40
2019-04-23 21:12:24, -30.40,   106.68,    507.61,  -5.56,   -64.77, 44318.4, 18890.4, 18801.4, -1831.4, -40090.8, -43.91,   177.52,  4.40
2019-04-23 21:12:36, -31.16,   106.72,    507.97,  -5.98,   -65.52, 44586.8, 18478.6, 18378.1, -1924.8, -40577.4, -44.69,   177.45,  4.39
2019-04-23 21:12:48, -31.92,   106.76,    508.34,  -6.42,   -66.24, 44849.7, 18067.2, 17953.9, -2019.4, -41049.7, -45.47,   177.37,  4.39
2019-04-23 21:13:00, -32.68,   106.80,    508.70,  -6.88,   -66.96, 45107.0, 17656.3, 17529.1, -2115.3, -41507.8, -46.26,   177.29,  4.39
2019-04-23 21:13:12, -33.43,   106.84,    509.08,  -7.37,   -67.65, 45358.6, 17246.4, 17103.9, -2212.2, -41951.9, -47.04,   177.21,  4.39
2019-04-23 21:13:24, -34.19,   106.89,    509.45,  -7.89,   -68.33, 45604.3, 16837.6, 16678.4, -2310.0, -42382.2, -47.82,   177.13,  4.39
2019-04-23 21:13:36, -34.95,   106.93,    509.83,  -8.43,   -69.00, 45844.1, 16430.2, 16252.7, -2408.6, -42798.7, -48.61,   177.04,  4.38
2019-04-23 21:13:48, -35.71,   106.98,    510.20,  -9.00,   -69.65, 46077.9, 16024.4, 15826.9, -2507.9, -43201.7, -49.39,   176.95,  4.38
2019-04-23 21:14:00, -36.47,   107.03,    510.59,  -9.61,   -70.29, 46305.6, 15620.5, 15401.3, -2607.7, -43591.4, -50.18,   176.86,  4.38
2019-04-23 21:14:12, -37.22,   107.08,    510.97, -10.25,   -70.91, 46527.2, 15218.6, 14975.8, -2707.9, -43967.9, -50.96,   176.76,  4.37
2019-04-23 21:14:24, -37.98,   107.14,    511.36, -10.92,   -71.52, 46742.6, 14819.1, 14550.6, -2808.4, -44331.3, -51.75,   176.66,  4.37
2019-04-23 21:14:36, -38.74,   107.20,    511.75, -11.64,   -72.11, 46951.7, 14422.1, 14125.6, -2909.1, -44681.8, -52.54,   176.56,  4.37
2019-04-23 21:14:48, -39.49,   107.25,    512.14, -12.39,   -72.69, 47154.4, 14027.8, 13701.1, -3009.8, -45019.5, -53.32,   176.46,  4.36
2019-04-23 21:15:00, -40.25,   107.32,    512.53, -13.18,   -73.26, 47350.7, 13636.4, 13277.0, -3110.4, -45344.6, -54.11,   176.35,  4.36
2019-04-23 21:15:12, -41.01,   107.38,    512.92, -14.03,   -73.82, 47540.4, 13248.2, 12853.3, -3210.8, -45657.1, -54.89,   176.24,  4.36
2019-04-23 21:15:24, -41.76,   107.44,    513.32, -14.91,   -74.36, 47723.6, 12863.5, 12430.1, -3310.8, -45957.3, -55.68,   176.13,  4.35
2019-04-23 21:15:36, -42.52,   107.51,    513.71, -15.86,   -74.89, 47900.0, 12482.3, 12007.4, -3410.4, -46245.0, -56.46,   176.02,  4.35
2019-04-23 21:15:48, -43.27,   107.59,    514.11, -16.85,   -75.41, 48069.7, 12105.1, 11585.3, -3509.3, -46520.6, -57.25,   175.90,  4.34
2019-04-23 21:16:00, -44.03,   107.66,    514.51, -17.91,   -75.92, 48232.6, 11732.1, 11163.7, -3607.5, -46784.0, -58.03,   175.78,  4.34
2019-04-23 21:16:12, -44.78,   107.74,    514.90, -19.03,   -76.42, 48388.5, 11363.6, 10742.7, -3704.9, -47035.2, -58.81,   175.66,  4.33
2019-04-23 21:16:24, -45.54,   107.82,    515.30, -20.22,   -76.90, 48537.4, 10999.9, 10322.3, -3801.2, -47274.5, -59.60,   175.53,  4.33
2019-04-23 21:16:36, -46.29,   107.91,    515.70, -21.48,   -77.37, 48679.1, 10641.5,  9902.5, -3896.4, -47501.8, -60.38,   175.40,  4.32
2019-04-23 21:16:48, -47.05,   107.99,    516.10, -22.82,   -77.83, 48813.7, 10288.6,  9483.3, -3990.3, -47717.1, -61.16,   175.27,  4.32
2019-04-23 21:17:00, -47.80,   108.09,    516.50, -24.25,   -78.28, 48940.9,  9941.9,  9064.8, -4082.9, -47920.5, -61.94,   175.13,  4.31
2019-04-23 21:17:12, -48.55,   108.18,    516.89, -25.77,   -78.71, 49060.8,  9601.7,  8647.0, -4173.9, -48112.0, -62.72,   174.99,  4.31
2019-04-23 21:17:24, -49.30,   108.29,    517.29, -27.39,   -79.14, 49173.2,  9268.6,  8229.9, -4263.3, -48291.7, -63.50,   174.85,  4.30
2019-04-23 21:17:36, -50.06,   108.39,    517.69, -29.11,   -79.54, 49278.0,  8943.3,  7813.6, -4350.9, -48459.6, -64.28,   174.70,  4.29
2019-04-23 21:17:48, -50.81,   108.50,    518.08, -30.95,   -79.94, 49375.1,  8626.4,  7398.1, -4436.5, -48615.7, -65.06,   174.55,  4.29
2019-04-23 21:18:00, -51.56,   108.62,    518.47, -32.91,   -80.32, 49464.6,  8318.6,  6983.4, -4520.1, -48760.1, -65.83,   174.39,  4.28
2019-04-23 21:18:12, -52.31,   108.74,    518.86, -35.01,   -80.68, 49546.2,  8020.9,  6569.7, -4601.4, -48892.7, -66.61,   174.23,  4.27
2019-04-23 21:18:24, -53.06,   108.87,    519.26, -37.24,   -81.03, 49620.0,  7734.0,  6157.0, -4680.4, -49013.6, -67.38,   174.06,  4.26
2019-04-23 21:18:36, -53.81,   109.00,    519.64, -39.62,   -81.37, 49685.8,  7459.0,  5745.3, -4756.8, -49122.8, -68.15,   173.89,  4.25
2019-04-23 21:18:48, -54.56,   109.14,    520.03, -42.16,   -81.68, 49743.7,  7196.9,  5334.8, -4830.6, -49220.4, -68.92,   173.71,  4.25
2019-04-23 21:19:00, -55.31,   109.29,    520.41, -44.86,   -81.98, 49793.6,  6948.8,  4925.5, -4901.5, -49306.4, -69.69,   173.52,  4.24
2019-04-23 21:19:12, -56.06,   109.45,    520.80, -47.73,   -82.26, 49835.5,  6715.9,  4517.5, -4969.4, -49380.9, -70.46,   173.32,  4.23
2019-04-23 21:19:24, -56.81,   109.61,    521.17, -50.77,   -82.51, 49869.2,  6499.4,  4110.9, -5034.2, -49443.9, -71.23,   173.12,  4.22
2019-04-23 21:19:36, -57.56,   109.78,    521.55, -53.97,   -82.75, 49894.9,  6300.6,  3705.7, -5095.6, -49495.5, -71.99,   172.90,  4.21
2019-04-23 21:19:48, -58.30,   109.96,    521.92, -57.35,   -82.96, 49912.6,  6120.6,  3302.1, -5153.5, -49535.9, -72.75,   172.67,  4.19
2019-04-23 21:20:00, -59.05,   110.15,    522.29, -60.89,   -83.14, 49922.2,  5960.7,  2900.1, -5207.6, -49565.1, -73.52,   172.42,  4.18
2019-04-23 21:20:12, -59.80,   110.36,    522.66, -64.57,   -83.30, 49923.7,  5821.8,  2499.8, -5257.8, -49583.1, -74.28,   172.16,  4.17
2019-04-23 21:20:24, -60.54,   110.57,    523.02, -68.39,   -83.44, 49917.3,  5704.9,  2101.3, -5303.8, -49590.3, -75.03,   171.88,  4.15
2019-04-23 21:20:36, -61.29,   110.80,    523.38, -72.31,   -83.54, 49903.0,  5610.7,  1704.6, -5345.4, -49586.6, -75.79,   171.58,  4.13
2019-04-23 21:20:48, -62.03,   111.03,    523.74, -76.32,   -83.62, 49880.8,  5539.5,  1309.9, -5382.4, -49572.2, -76.54,   171.26,  4.12
2019-04-23 21:21:00, -62.77,   111.29,    524.09, -80.39,   -83.68, 49850.8,  5491.6,   917.2, -5414.5, -49547.4, -77.29,   170.91,  4.10
2019-04-23 21:21:12, -63.52,   111.56,    524.44, -84.47,   -83.70, 49813.1,  5466.7,   526.4, -5441.3, -49512.2, -78.04,   170.52,  4.07
2019-04-23 21:21:24, -64.26,   111.84,    524.78, -88.56,   -83.70, 49767.8,  5464.3,   137.7, -5462.6, -49466.9, -78.79,   170.08,  4.05
2019-04-23 21:21:36, -65.00,   112.15,    525.12, -92.60,   -83.67, 49715.1,  5483.7,  -249.0, -5478.0, -49411.7, -79.54,   169.60,  4.02
2019-04-23 21:21:48, -65.74,   112.47,    525.46, -96.59,   -83.61, 49655.0,  5523.6,  -633.6, -5487.1, -49346.8, -80.28,   169.06,  3.99
2019-04-23 21:22:00, -66.48,   112.82,    525.79, -100.49,   -83.54, 49587.6,  5582.9, -1016.3, -5489.6, -49272.4, -81.02,   168.43,  3.95
2019-04-23 21:22:12, -67.21,   113.19,    526.11, -104.29,   -83.44, 49513.2,  5660.0, -1396.9, -5484.9, -49188.7, -81.75,   167.71,  3.90
2019-04-23 21:22:24, -67.95,   113.59,    526.43, -107.98,   -83.32, 49431.9,  5753.5, -1775.7, -5472.6, -49095.9, -82.49,   166.87,  3.85
2019-04-23 21:22:36, -68.68,   114.02,    526.75, -111.55,   -83.18, 49343.8,  5861.6, -2152.7, -5452.0, -48994.4, -83.22,   165.86,  3.79
2019-04-23 21:22:48, -69.42,   114.48,    527.06, -115.00,   -83.02, 49249.1,  5982.8, -2528.0, -5422.4, -48884.4, -83.94,   164.62,  3.71
2019-04-23 21:23:00, -70.15,   114.97,    527.36, -118.33,   -82.85, 49148.0,  6115.5, -2901.7, -5383.3, -48766.0, -84.66,   163.07,  3.61
2019-04-23 21:23:12, -70.88,   115.50,    527.66, -121.54,   -82.67, 49040.6,  6258.2, -3274.0, -5333.5, -48639.6, -85.38,   161.06,  3.48
2019-04-23 21:23:24, -71.60,   116.08,    527.95, -124.66,   -82.47, 48927.0,  6409.7, -3645.1, -5272.3, -48505.4, -86.08,   158.36,  3.30
2019-04-23 21:23:36, -72.33,   116.71,    528.24, -127.68,   -82.27, 48807.6,  6568.5, -4015.1, -5198.4, -48363.6, -86.78,   154.51,  3.05
2019-04-23 21:23:48, -73.05,   117.40,    528.52, -130.63,   -82.05, 48682.4,  6733.5, -4384.3, -5110.6, -48214.5, -87.45,   148.67,  2.66
2019-04-23 21:24:00, -73.77,   118.15,    528.79, -133.51,   -81.83, 48551.6,  6903.8, -4752.9, -5007.3, -48058.2, -88.07,   138.95,  2.01
2019-04-23 21:24:12, -74.49,   118.97,    529.06, -136.34,   -81.59, 48415.4,  7078.4, -5121.1, -4886.6, -47895.1, -88.59,   121.25,  0.84
2019-04-23 21:24:24, -75.20,   119.87,    529.32, -139.15,   -81.35, 48273.8,  7256.6, -5489.0, -4746.4, -47725.3, -88.86,    90.48, 22.79
2019-04-23 21:24:36, -75.91,   120.86,    529.58, -141.95,   -81.11, 48127.2,  7437.5, -5856.7, -4584.3, -47549.0, -88.71,    56.60, 20.53
2019-04-23 21:24:48, -76.61,   121.97,    529.83, -144.76,   -80.86, 47975.5,  7620.7, -6224.3, -4397.0, -47366.4, -88.25,    35.27, 19.12
2019-04-23 21:25:00, -77.31,   123.19,    530.07, -147.61,   -80.61, 47819.0,  7805.6, -6591.5, -4180.8, -47177.6, -87.65,    23.72, 18.35
2019-04-23 21:25:12, -78.00,   124.57,    530.30, -150.53,   -80.35, 47657.7,  7991.8, -6957.9, -3931.5, -46982.9, -87.01,    16.96, 17.90
2019-04-23 21:25:24, -78.68,   126.11,    530.53, -153.55,   -80.08, 47491.8,  8178.9, -7322.6, -3643.4, -46782.2, -86.33,    12.63, 17.62
2019-04-23 21:25:36, -79.35,   127.85,    530.76, -156.70,   -79.82, 47321.3,  8366.8, -7684.2, -3310.0, -46575.8, -85.65,     9.64, 17.42
2019-04-23 21:25:48, -80.01,   129.83,    530.97, -160.02,   -79.55, 47146.4,  8555.1, -8040.2, -2923.1, -46363.7, -84.95,     7.44, 17.28
2019-04-23 21:26:00, -80.66,   132.09,    531.18, -163.57,   -79.27, 46967.0,  8743.7, -8386.7, -2473.0, -46145.9, -84.25,     5.76, 17.17
2019-04-23 21:26:12, -81.29,   134.68,    531.38, -167.40,   -78.99, 46783.3,  8932.4, -8717.4, -1947.9, -45922.6, -83.55,     4.43, 17.08
2019-04-23 21:26:24, -81.90,   137.67,    531.57, -171.59,   -78.71, 46595.2,  9121.2, -9023.1, -1333.7, -45693.8, -82.85,     3.35, 17.01
2019-04-23 21:26:36, -82.48,   141.15,    531.76, -176.22,   -78.43, 46402.9,  9309.9, -9289.6,  -614.4, -45459.3, -82.15,     2.45, 16.96
2019-04-23 21:26:48, -83.03,   145.19,    531.94, 178.63,   -78.14, 46206.2,  9498.6, -9495.9,   227.0, -45219.3, -81.45,     1.68, 16.91
2019-04-23 21:27:00, -83.54,   149.90,    532.11, 172.85,   -77.84, 46005.2,  9687.3, -9611.9,  1206.3, -44973.7, -80.74,     1.01, 16.87
2019-04-23 21:27:12, -83.99,   155.37,    532.28, 166.33,   -77.55, 45799.9,  9875.8, -9596.2,  2333.5, -44722.5, -80.04,     0.43, 16.83
2019-04-23 21:27:24, -84.39,   161.68,    532.43, 159.02,   -77.25, 45590.2, 10064.3, -9396.8,  3604.2, -44465.5, -79.33,    -0.08, 16.80
2019-04-23 21:27:36, -84.70,   168.84,    532.58, 150.88,   -76.94, 45376.1, 10252.7, -8956.5,  4989.8, -44202.7, -78.63,    -0.54, 16.77
2019-04-23 21:27:48, -84.92,   176.76,    532.73, 142.00,   -76.63, 45157.6, 10441.0, -8228.1,  6427.5, -43934.0, -77.92,    -0.96, 16.75
2019-04-23 21:28:00, -85.04,  -174.77,    532.86, 132.61,   -76.32, 44934.5, 10629.2, -7196.4,  7822.5, -43659.2, -77.22,    -1.34, 16.73
2019-04-23 21:28:12, -85.04,  -166.10,    532.99, 123.04,   -76.00, 44706.8, 10817.3, -5897.9,  9068.0, -43378.4, -76.51,    -1.70, 16.71
2019-04-23 21:28:24, -84.93,  -157.61,    533.11, 113.67,   -75.67, 44474.4, 11005.4, -4419.2, 10079.1, -43091.2, -75.81,    -2.02, 16.69
2019-04-23 21:28:36, -84.72,  -149.65,    533.22, 104.86,   -75.34, 44237.2, 11193.3, -2870.7, 10818.9, -42797.7, -75.10,    -2.32, 16.67
2019-04-23 21:28:48, -84.41,  -142.44,    533.32,  96.82,   -75.01, 43995.2, 11381.0, -1351.9, 11300.4, -42497.6, -74.40,    -2.61, 16.66
2019-04-23 21:29:00, -84.02,  -136.09,    533.42,  89.65,   -74.67, 43748.2, 11568.5,    70.1, 11568.3, -42190.9, -73.69,    -2.88, 16.64
2019-04-23 21:29:12, -83.57,  -130.56,    533.51,  83.34,   -74.32, 43496.2, 11755.7,  1362.9, 11676.4, -41877.5, -72.98,    -3.13, 16.63
2019-04-23 21:29:24, -83.06,  -125.81,    533.59,  77.82,   -73.97, 43239.1, 11942.4,  2519.4, 11673.6, -41557.1, -72.28,    -3.37, 16.61
2019-04-23 21:29:36, -82.51,  -121.73,    533.67,  72.99,   -73.61, 42976.7, 12128.6,  3547.6, 11598.2, -41229.8, -71.57,    -3.60, 16.60
2019-04-23 21:29:48, -81.93,  -118.23,    533.73,  68.76,   -73.24, 42709.2, 12314.1,  4461.5, 11477.5, -40895.4, -70.86,    -3.82, 16.59
2019-04-23 21:30:00, -81.33,  -115.21,    533.79,  65.03,   -72.87, 42436.3, 12498.8,  5276.9, 11330.2, -40553.9, -70.16,    -4.03, 16.58
2019-04-23 21:30:12, -80.70,  -112.60,    533.84,  61.72,   -72.49, 42158.0, 12682.4,  6008.8, 11168.5, -40205.2, -69.45,    -4.23, 16.57
2019-04-23 21:30:24, -80.06,  -110.32,    533.89,  58.77,   -72.11, 41874.4, 12864.7,  6670.3, 11000.4, -39849.3, -68.74,    -4.43, 16.56
2019-04-23 21:30:36, -79.40,  -108.33,    533.92,  56.12,   -71.72, 41585.3, 13045.6,  7272.3, 10830.5, -39486.1, -68.04,    -4.62, 16.55
2019-04-23 21:30:48, -78.72,  -106.57,    533.95,  53.73,   -71.32, 41290.9, 13224.7,  7824.0, 10662.0, -39115.8, -67.33,    -4.80, 16.54
2019-04-23 21:31:00, -78.04,  -105.02,    533.97,  51.56,   -70.92, 40991.0, 13401.9,  8332.7, 10496.5, -38738.3, -66.62,    -4.98, 16.53
2019-04-23 21:31:12, -77.36,  -103.64,    533.99,  49.57,   -70.51, 40685.8, 13576.8,  8804.6, 10334.9, -38353.7, -65.91,    -5.15, 16.53
2019-04-23 21:31:24, -76.66,  -102.40,    533.99,  47.75,   -70.09, 40375.3, 13749.2,  9244.3, 10177.6, -37962.1, -65.21,    -5.32, 16.52
2019-04-23 21:31:36, -75.96,  -101.29,    533.99,  46.07,   -69.67, 40059.6, 13918.9,  9656.0, 10024.8, -37563.8, -64.50,    -5.49, 16.51
2019-04-23 21:31:48, -75.25,  -100.29,    533.98,  44.52,   -69.24, 39738.8, 14085.4, 10042.8,  9876.4, -37158.7, -63.79,    -5.65, 16.50
2019-04-23 21:32:00, -74.54,   -99.38,    533.97,  43.08,   -68.81, 39413.0, 14248.6, 10407.3,  9732.1, -36747.3, -63.09,    -5.80, 16.49
2019-04-23 21:32:12, -73.83,   -98.56,    533.94,  41.74,   -68.37, 39082.4, 14408.2, 10751.6,  9591.6, -36329.6, -62.38,    -5.96, 16.49
2019-04-23 21:32:24, -73.11,   -97.81,    533.92,  40.48,   -67.92, 38747.2, 14563.8, 11077.5,  9454.8, -35905.9, -61.68,    -6.11, 16.48
2019-04-23 21:32:36, -72.39,   -97.12,    533.88,  39.30,   -67.47, 38407.5, 14715.3, 11386.5,  9321.3, -35476.7, -60.97,    -6.26, 16.47
2019-04-23 21:32:48, -71.66,   -96.49,    533.83,  38.20,   -67.02, 38063.5, 14862.3, 11679.8,  9190.8, -35042.0, -60.27,    -6.40, 16.47
2019-04-23 21:33:00, -70.94,   -95.91,    533.78,  37.16,   -66.56, 37715.6, 15004.7, 11958.3,  9063.0, -34602.5, -59.56,    -6.55, 16.46
2019-04-23 21:33:12, -70.21,   -95.37,    533.73,  36.18,   -66.09, 37364.0, 15142.1, 12222.9,  8937.7, -34158.3, -58.86,    -6.69, 16.46
2019-04-23 21:33:24, -69.48,   -94.87,    533.66,  35.25,   -65.62, 37009.0, 15274.4, 12474.4,  8814.6, -33709.9, -58.16,    -6.82, 16.45
2019-04-23 21:33:36, -68.75,   -94.41,    533.59,  34.36,   -65.15, 36650.9, 15401.5, 12713.3,  8693.6, -33257.8, -57.46,    -6.96, 16.44
2019-04-23 21:33:48, -68.02,   -93.98,    533.52,  33.53,   -64.67, 36289.9, 15523.2, 12940.3,  8574.3, -32802.3, -56.76,    -7.09, 16.44
2019-04-23 21:34:00, -67.28,   -93.58,    533.43,  32.73,   -64.19, 35926.6, 15639.3, 13155.7,  8456.6, -32343.9, -56.06,    -7.23, 16.43
2019-04-23 21:34:12, -66.55,   -93.21,    533.34,  31.98,   -63.71, 35561.1, 15749.8, 13360.2,  8340.4, -31883.1, -55.36,    -7.36, 16.43
2019-04-23 21:34:24, -65.81,   -92.86,    533.25,  31.25,   -63.22, 35193.9, 15854.6, 13554.0,  8225.4, -31420.4, -54.66,    -7.48, 16.42
2019-04-23 21:34:36, -65.07,   -92.53,    533.14,  30.56,   -62.74, 34825.4, 15953.7, 13737.6,  8111.5, -30956.2, -53.97,    -7.61, 16.42
2019-04-23 21:34:48, -64.33,   -92.23,    533.04,  29.90,   -62.24, 34455.9, 16047.0, 13911.4,  7998.7, -30491.0, -53.28,    -7.73, 16.41
2019-04-23 21:35:00, -63.59,   -91.94,    532.92,  29.26,   -61.75, 34085.9, 16134.7, 14075.8,  7886.7, -30025.3, -52.58,    -7.86, 16.41
2019-04-23 21:35:12, -62.85,   -91.67,    532.80,  28.65,   -61.25, 33715.7, 16216.7, 14231.1,  7775.4, -29559.6, -51.89,    -7.98, 16.40
2019-04-23 21:35:24, -62.11,   -91.42,    532.68,  28.06,   -60.75, 33345.8, 16293.3, 14377.8,  7664.9, -29094.2, -51.20,    -8.10, 16.40
2019-04-23 21:35:36, -61.37,   -91.18,    532.55,  27.49,   -60.25, 32976.5, 16364.4, 14516.1,  7554.9, -28629.7, -50.52,    -8.22, 16.39
2019-04-23 21:35:48, -60.63,   -90.95,    532.41,  26.95,   -59.74, 32608.3, 16430.4, 14646.6,  7445.4, -28166.4, -49.83,    -8.34, 16.39
2019-04-23 21:36:00, -59.88,   -90.74,    532.27,  26.41,   -59.24, 32241.6, 16491.3, 14769.5,  7336.4, -27704.8, -49.15,    -8.45, 16.38
2019-04-23 21:36:12, -59.14,   -90.53,    532.12,  25.90,   -58.73, 31876.7, 16547.4, 14885.4,  7227.8, -27245.3, -48.47,    -8.57, 16.38
2019-04-23 21:36:24, -58.39,   -90.34,    531.97,  25.40,   -58.22, 31514.0, 16599.0, 14994.6,  7119.5, -26788.2, -47.79,    -8.68, 16.38
2019-04-23 21:36:36, -57.65,   -90.16,    531.81,  24.91,   -57.70, 31153.9, 16646.2, 15097.6,  7011.5, -26333.8, -47.11,    -8.80, 16.37
2019-04-23 21:36:48, -56.90,   -89.99,    531.65,  24.43,   -57.19, 30796.8, 16689.6, 15194.7,  6903.7, -25882.5, -46.44,    -8.91, 16.37
2019-04-23 21:37:00, -56.16,   -89.82,    531.49,  23.97,   -56.67, 30443.0, 16729.2, 15286.6,  6796.2, -25434.4, -45.76,    -9.02, 16.36
