===== MAG =====
Time (UTC), geodetic latitude (degrees), geodetic longitude (degrees), alt (km above WGS-84 ellipsoid), magnetic declination (degrees), inclination (degrees), total intensity (nT), horizontal (nT), north (nT), east (nT), vertical (nT), magnetic latitude (degrees), magnetic longitude (degrees), magnetic local time (hours)
2019-04-23 20:45:00,  73.39,    93.79,    514.55,  11.05,    84.56, 47412.1,  4496.0,  4412.6,   861.6, 47198.5,  69.60,   168.43,  3.34
2019-04-23 20:45:12,  72.66,    94.51,    514.32,   9.65,    84.27, 47496.2,  4739.0,  4672.0,   794.2, 47259.2,  68.94,   169.04,  3.38
2019-04-23 20:45:24,  71.94,    95.17,    514.10,   8.37,    83.97, 47575.7,  4995.7,  4942.5,   726.9, 47312.7,  68.27,   169.61,  3.42
2019-04-23 20:45:36,  71.21,    95.77,    513.87,   7.20,    83.66, 47650.1,  5265.4,  5223.9,   659.8, 47358.3,  67.59,   170.14,  3.46
2019-04-23 20:45:48,  70.48,    96.33,    513.63,   6.14,    83.32, 47719.0,  5547.5,  5515.7,   593.1, 47395.4,  66.91,   170.65,  3.50
2019-04-23 20:46:00,  69.74,    96.84,    513.40,   5.17,    82.98, 47781.9,  5841.3,  5817.5,   526.9, 47423.5,  66.23,   171.12,  3.53
2019-04-23 20:46:12,  69.01,    97.32,    513.15,   4.30,    82.62, 47838.5,  6146.4,  6129.1,   461.2, 47442.0,  65.55,   171.56,  3.57
2019-04-23 20:46:24,  68.27,    97.76,    512.91,   3.52,    82.24, 47888.3,  6462.2,  6450.0,   396.3, 47450.2,  64.86,   171.98,  3.60
2019-04-23 20:46:36,  67.53,    98.17,    512.67,   2.80,    81.86, 47930.9,  6788.1,  6779.9,   332.2, 47447.8,  64.17,   172.37,  3.63
2019-04-23 20:46:48,  66.79,    98.56,    512.42,   2.16,    81.46, 47966.1,  7123.6,  7118.6,   268.9, 47434.2,  63.48,   172.74,  3.65
2019-04-23 20:47:00,  66.05,    98.91,    512.16,   1.59,    81.05, 47993.4,  7468.4,  7465.5,   206.7, 47408.8,  62.78,   173.09,  3.68
2019-04-23 20:47:12,  65.31,    99.25,    511.91,   1.07,    80.62, 48012.6,  7821.8,  7820.4,   145.5, 47371.2,  62.08,   173.42,  3.71
2019-04-23 20:47:24,  64.57,    99.56,    511.65,   0.60,    80.19, 48023.3,  8183.4,  8183.0,    85.5, 47320.9,  61.38,   173.73,  3.73
2019-04-23 20:47:36,  63.82,    99.86,    511.40,   0.18,    79.74, 48025.3,  8552.8,  8552.8,    26.8, 47257.6,  60.68,   174.03,  3.75
2019-04-23 20:47:48,  63.08,   100.14,    511.13,  -0.20,    79.28, 48018.3,  8929.5,  8929.5,   -30.7, 47180.7,  59.97,   174.30,  3.78
2019-04-23 20:48:00,  62.33,   100.40,    510.87,  -0.53,    78.81, 48002.0,  9313.1,  9312.7,   -86.8, 47089.9,  59.27,   174.57,  3.80
2019-04-23 20:48:12,  61.59,   100.64,    510.61,  -0.84,    78.33, 47976.3,  9703.1,  9702.1,  -141.4, 46984.8,  58.56,   174.81,  3.82
2019-04-23 20:48:24,  60.84,   100.88,    510.34,  -1.10,    77.84, 47940.9, 10099.1, 10097.2,  -194.6, 46865.2,  57.85,   175.05,  3.83
2019-04-23 20:48:36,  60.09,   101.10,    510.07,  -1.34,    77.34, 47895.8, 10500.6, 10497.7,  -246.3, 46730.5,  57.14,   175.27,  3.85
2019-04-23 20:48:48,  59.34,   101.30,    509.81,  -1.56,    76.82, 47840.7, 10907.3, 10903.3,  -296.4, 46580.7,  56.42,   175.47,  3.87
2019-04-23 20:49:00,  58.59,   101.50,    509.54,  -1.75,    76.30, 47775.6, 11318.7, 11313.5,  -344.9, 46415.4,  55.71,   175.67,  3.89
2019-04-23 20:49:12,  57.84,   101.68,    509.26,  -1.91,    75.76, 47700.2, 11734.5, 11727.9,  -391.7, 46234.3,  54.99,   175.85,  3.90
2019-04-23 20:49:24,  57.09,   101.86,    508.99,  -2.06,    75.21, 47614.7, 12154.1, 12146.3,  -436.9, 46037.3,  54.27,   176.03,  3.92
2019-04-23 20:49:36,  56.34,   102.03,    508.72,  -2.19,    74.65, 47518.9, 12577.3, 12568.1,  -480.3, 45824.2,  53.55,   176.19,  3.93
2019-04-23 20:49:48,  55.59,   102.19,    508.45,  -2.30,    74.08, 47412.7, 13003.5, 12993.0,  -522.0, 45594.7,  52.83,   176.34,  3.94
2019-04-23 20:50:00,  54.84,   102.34,    508.17,  -2.40,    73.50, 47296.2, 13432.5, 13420.7,  -562.0, 45348.7,  52.11,   176.49,  3.96
2019-04-23 20:50:12,  54.09,   102.48,    507.90,  -2.48,    72.91, 47169.5, 13863.8, 13850.8,  -600.3, 45086.1,  51.39,   176.62,  3.97
2019-04-23 20:50:24,  53.33,   102.62,    507.63,  -2.55,    72.30, 47032.4, 14297.1, 14282.9,  -636.8, 44806.7,  50.67,   176.75,  3.98
2019-04-23 20:50:36,  52.58,   102.75,    507.35,  -2.61,    71.69, 46885.2, 14732.0, 14716.6,  -671.5, 44510.6,  49.94,   176.87,  3.99
2019-04-23 20:50:48,  51.83,   102.87,    507.08,  -2.66,    71.06, 46727.8, 15168.1, 15151.7,  -704.5, 44197.5,  49.22,   176.98,  4.00
2019-04-23 20:51:00,  51.07,   102.99,    506.81,  -2.70,    70.42, 46560.4, 15605.1, 15587.7,  -735.7, 43867.4,  48.49,   177.08,  4.01
2019-04-23 20:51:12,  50.32,   103.11,    506.54,  -2.73,    69.76, 46383.0, 16042.6, 16024.3,  -765.2, 43520.4,  47.77,   177.18,  4.02
2019-04-23 20:51:24,  49.56,   103.21,    506.27,  -2.76,    69.10, 46195.9, 16480.3, 16461.2,  -792.9, 43156.2,  47.04,   177.27,  4.03
2019-04-23 20:51:36,  48.81,   103.32,    506.00,  -2.77,    68.42, 45999.1, 16917.8, 16898.0,  -818.9, 42775.1,  46.32,   177.35,  4.04
2019-04-23 20:51:48,  48.05,   103.42,    505.73,  -2.79,    67.73, 45792.9, 17354.9, 17334.4,  -843.3, 42376.8,  45.59,   177.43,  4.05
2019-04-23 20:52:00,  47.30,   103.51,    505.46,  -2.79,    67.02, 45577.4, 17791.2, 17770.1,  -865.9, 41961.5,  44.87,   177.51,  4.06
2019-04-23 20:52:12,  46.54,   103.60,    505.19,  -2.79,    66.30, 45352.8, 18226.4, 18204.8,  -886.8, 41529.2,  44.15,   177.57,  4.07
2019-04-23 20:52:24,  45.79,   103.69,    504.93,  -2.78,    65.57, 45119.4, 18660.2, 18638.2,  -906.1, 41079.9,  43.42,   177.64,  4.07
2019-04-23 20:52:36,  45.03,   103.77,    504.67,  -2.77,    64.82, 44877.3, 19092.2, 19069.8,  -923.8, 40613.6,  42.70,   177.69,  4.08
2019-04-23 20:52:48,  44.27,   103.85,    504.41,  -2.76,    64.06, 44626.9, 19522.2, 19499.5,  -939.8, 40130.3,  41.97,   177.75,  4.09
2019-04-23 20:53:00,  43.52,   103.93,    504.15,  -2.74,    63.28, 44368.4, 19949.8, 19927.0,  -954.3, 39630.3,  41.25,   177.80,  4.09
2019-04-23 20:53:12,  42.76,   104.00,    503.89,  -2.72,    62.48, 44102.0, 20374.8, 20351.8,  -967.2, 39113.4,  40.53,   177.84,  4.10
2019-04-23 20:53:24,  42.00,   104.07,    503.64,  -2.70,    61.67, 43828.2, 20796.8, 20773.8,  -978.5, 38579.8,  39.81,   177.88,  4.11
2019-04-23 20:53:36,  41.24,   104.14,    503.39,  -2.67,    60.84, 43547.1, 21215.7, 21192.6,  -988.3, 38029.6,  39.09,   177.92,  4.11
2019-04-23 20:53:48,  40.49,   104.20,    503.14,  -2.64,    60.00, 43259.2, 21630.9, 21608.0,  -996.7, 37462.8,  38.37,   177.95,  4.12
2019-04-23 20:54:00,  39.73,   104.27,    502.90,  -2.61,    59.13, 42964.8, 22042.4, 22019.5, -1003.5, 36879.6,  37.66,   177.98,  4.12
2019-04-23 20:54:12,  38.97,   104.33,    502.66,  -2.58,    58.25, 42664.2, 22449.7, 22427.0, -1008.9, 36280.1,  36.94,   178.01,  4.13
2019-04-23 20:54:24,  38.21,   104.38,    502.42,  -2.54,    57.35, 42357.9, 22852.6, 22830.1, -1012.9, 35664.4,  36.23,   178.04,  4.13
2019-04-23 20:54:36,  37.45,   104.44,    502.18,  -2.50,    56.43, 42046.2, 23250.7, 23228.6, -1015.5, 35032.6,  35.52,   178.06,  4.14
2019-04-23 20:54:48,  36.69,   104.49,    501.95,  -2.46,    55.49, 41729.5, 23643.9, 23622.0, -1016.7, 34384.9,  34.81,   178.08,  4.14
2019-04-23 20:55:00,  35.93,   104.54,    501.73,  -2.42,    54.52, 41408.4, 24031.7, 24010.2, -1016.5, 33721.4,  34.11,   178.10,  4.15
2019-04-23 20:55:12,  35.17,   104.59,    501.51,  -2.38,    53.54, 41083.2, 24413.8, 24392.7, -1015.0, 33042.4,  33.40,   178.11,  4.15
2019-04-23 20:55:24,  34.41,   104.64,    501.29,  -2.34,    52.53, 40754.5, 24790.1, 24769.4, -1012.1, 32347.9,  32.71,   178.13,  4.16
2019-04-23 20:55:36,  33.65,   104.69,    501.07,  -2.30,    51.51, 40422.8, 25160.0, 25139.8, -1007.9, 31638.2,  32.01,   178.14,  4.16
2019-04-23 20:55:48,  32.89,   104.73,    500.87,  -2.25,    50.46, 40088.5, 25523.4, 25503.8, -1002.5, 30913.4,  31.32,   178.15,  4.16
2019-04-23 20:56:00,  32.13,   104.77,    500.66,  -2.20,    49.38, 39752.2, 25880.0, 25860.8,  -995.7, 30173.9,  30.63,   178.16,  4.17
2019-04-23 20:56:12,  31.37,   104.81,    500.46,  -2.16,    48.28, 39414.6, 26229.4, 26210.8,  -987.7, 29419.8,  29.95,   178.17,  4.17
2019-04-23 20:56:24,  30.61,   104.85,    500.27,  -2.11,    47.16, 39076.1, 26571.3, 26553.3,  -978.5, 28651.5,  29.27,   178.17,  4.17
2019-04-23 20:56:36,  29.85,   104.89,    500.08,  -2.06,    46.01, 38737.4, 26905.4, 26888.0,  -968.1, 27869.0,  28.59,   178.18,  4.18
2019-04-23 20:56:48,  29.09,   104.93,    499.89,  -2.01,    44.83, 38399.1, 27231.4, 27214.6,  -956.4, 27072.9,  27.93,   178.18,  4.18
2019-04-23 20:57:00,  28.33,   104.96,    499.72,  -1.96,    43.63, 38061.9, 27549.0, 27532.9,  -943.6, 26263.3,  27.27,   178.19,  4.19
2019-04-23 20:57:12,  27.57,   105.00,    499.54,  -1.91,    42.40, 37726.5, 27858.0, 27842.4,  -929.6, 25440.6,  26.61,   178.19,  4.19
2019-04-23 20:57:24,  26.80,   105.03,    499.38,  -1.86,    41.15, 37393.5, 28157.9, 28143.0,  -914.5, 24605.1,  25.97,   178.19,  4.19
2019-04-23 20:57:36,  26.04,   105.06,    499.21,  -1.81,    39.86, 37063.8, 28448.6, 28434.4,  -898.3, 23757.1,  25.33,   178.19,  4.20
2019-04-23 20:57:48,  25.28,   105.09,    499.06,  -1.76,    38.55, 36737.9, 28729.7, 28716.2,  -881.0, 22897.1,  24.70,   178.20,  4.20
2019-04-23 20:58:00,  24.52,   105.12,    498.91,  -1.70,    37.22, 36416.7, 29001.0, 28988.1,  -862.7, 22025.5,  24.08,   178.20,  4.20
2019-04-23 20:58:12,  23.76,   105.15,    498.77,  -1.65,    35.85, 36101.0, 29262.2, 29250.0,  -843.4, 21142.5,  23.47,   178.20,  4.21
2019-04-23 20:58:24,  22.99,   105.18,    498.63,  -1.60,    34.45, 35791.5, 29513.0, 29501.5,  -823.1, 20248.7,  22.87,   178.20,  4.21
2019-04-23 20:58:36,  22.23,   105.21,    498.50,  -1.54,    33.03, 35489.0, 29753.3, 29742.5,  -801.8, 19344.5,  22.29,   178.20,  4.21
2019-04-23 20:58:48,  21.47,   105.23,    498.38,  -1.49,    31.58, 35194.3, 29982.7, 29972.5,  -779.7, 18430.4,  21.71,   178.20,  4.22
2019-04-23 20:59:00,  20.71,   105.26,    498.26,  -1.44,    30.10, 34908.3, 30201.1, 30191.6,  -756.7, 17506.7,  21.16,   178.20,  4.22
2019-04-23 20:59:12,  19.94,   105.28,    498.15,  -1.38,    28.59, 34631.7, 30408.2, 30399.3,  -732.9, 16573.9,  20.62,   178.20,  4.22
2019-04-23 20:59:24,  19.18,   105.31,    498.05,  -1.33,    27.06, 34365.3, 30603.8, 30595.6,  -708.4, 15632.6,  20.09,   178.21,  4.23
2019-04-23 20:59:36,  18.42,   105.33,    497.95,  -1.27,    25.50, 34109.9, 30787.8, 30780.2,  -683.2, 14683.3,  19.59,   178.21,  4.23
2019-04-23 20:59:48,  17.65,   105.35,    497.87,  -1.22,    23.91, 33866.4, 30960.0, 30953.0,  -657.4, 13726.3,  19.10,   178.21,  4.23
2019-04-23 21:00:00,  16.89,   105.38,    497.78,  -1.16,    22.30, 33635.4, 31120.2, 31113.8,  -631.0, 12762.3,  18.64,   178.21,  4.24
2019-04-23 21:00:12,  16.13,   105.40,    497.71,  -1.11,    20.66, 33417.8, 31268.3, 31262.4,  -604.2, 11791.8,  18.20,   178.22,  4.24
2019-04-23 21:00:24,  15.36,   105.42,    497.64,  -1.05,    19.00, 33214.2, 31404.1, 31398.8,  -576.9, 10815.2,  17.79,   178.22,  4.24
2019-04-23 21:00:36,  14.60,   105.44,    497.58,  -1.00,    17.32, 33025.3, 31527.5, 31522.7,  -549.4,  9833.0,  17.41,   178.22,  4.25
2019-04-23 21:00:48,  13.84,   105.46,    497.53,  -0.94,    15.62, 32851.8, 31638.5, 31634.2,  -521.7,  8845.9,  17.05,   178.23,  4.25
2019-04-23 21:01:00,  13.07,   105.48,    497.49,  -0.89,    13.90, 32694.3, 31736.8, 31733.0,  -493.8,  7854.4,  16.73,   178.23,  4.25
2019-04-23 21:01:12,  12.31,   105.50,    497.45,  -0.84,    12.16, 32553.3, 31822.5, 31819.1,  -465.9,  6858.9,  16.44,   178.24,  4.26
2019-04-23 21:01:24,  11.55,   105.52,    497.42,  -0.79,    10.41, 32429.4, 31895.5, 31892.5,  -438.0,  5860.0,  16.19,   178.25,  4.26
2019-04-23 21:01:36,  10.78,   105.54,    497.40,  -0.74,     8.64, 32322.9, 31955.7, 31953.1,  -410.4,  4858.2,  15.97,   178.25,  4.27
2019-04-23 21:01:48,  10.02,   105.55,    497.39,  -0.69,     6.87, 32234.3, 32003.1, 32000.8,  -383.0,  3854.2,  15.80,   178.26,  4.27
2019-04-23 21:02:00,   9.26,   105.57,    497.39,  -0.64,     5.08, 32163.9, 32037.6, 32035.6,  -356.0,  2848.2,  15.66,   178.27,  4.27
2019-04-23 21:02:12,   8.49,   105.59,    497.39,  -0.59,     3.29, 32112.0, 32059.1, 32057.5,  -329.6,  1841.1,  15.57,   178.27,  4.28
2019-04-23 21:02:24,   7.73,   105.61,    497.40,  -0.54,     1.49, 32078.6, 32067.8, 32066.4,  -303.8,   833.1,  15.52,   178.28,  4.28
2019-04-23 21:02:36,   6.96,   105.62,    497.42,  -0.50,    -0.31, 32064.1, 32063.6, 32062.4,  -278.7,  -175.0, -15.51,   178.29,  4.29
2019-04-23 21:02:48,   6.20,   105.64,    497.45,  -0.46,    -2.11, 32068.2, 32046.4, 32045.4,  -254.6, -1182.9, -15.54,   178.30,  4.29
2019-04-23 21:03:00,   5.44,   105.66,    497.48,  -0.41,    -3.91, 32091.1, 32016.3, 32015.5,  -231.4, -2189.9, -15.62,   178.31,  4.29
2019-04-23 21:03:12,   4.67,   105.67,    497.53,  -0.38,    -5.71, 32132.7, 31973.4, 31972.7,  -209.4, -3195.6, -15.74,   178.32,  4.30
2019-04-23 21:03:24,   3.91,   105.69,    497.58,  -0.34,    -7.50, 32192.6, 31917.6, 31917.0,  -188.7, -4199.4, -15.90,   178.33,  4.30
2019-04-23 21:03:36,   3.14,   105.71,    497.64,  -0.30,    -9.27, 32270.8, 31848.9, 31848.5,  -169.4, -5200.8, -16.11,   178.34,  4.30
2019-04-23 21:03:48,   2.38,   105.72,    497.71,  -0.27,   -11.04, 32366.8, 31767.5, 31767.2,  -151.6, -6199.3, -16.35,   178.35,  4.31
2019-04-23 21:04:00,   1.62,   105.74,    497.78,  -0.24,   -12.80, 32480.3, 31673.4, 31673.2,  -135.4, -7194.5, -16.63,   178.35,  4.31
2019-04-23 21:04:12,   0.85,   105.75,    497.87,  -0.22,   -14.54, 32610.7, 31566.7, 31566.5,  -121.0, -8185.6, -16.95,   178.36,  4.32
2019-04-23 21:04:24,   0.09,   105.77,    497.96,  -0.20,   -16.26, 32757.8, 31447.4, 31447.2,  -108.5, -9172.4, -17.30,   178.37,  4.32
